postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,longitude,latitude
BS10 6QP,357947,179430,Unsurveyed/Urban,50.0,Henbury Trym,1070.0,"Bristol, City of",-2.6073797007556387,51.512220714690145
TR11 2RQ,180006,32228,Unsurveyed/Urban,40.0,Unknown,370.0,Cornwall,-5.0807267169160815,50.14920693891223
SE20 7YY,535020,169518,Unsurveyed/Urban,50.0,Unknown,1070.0,Bromley,-0.060068216342576246,51.40861960086027
PL26 8AS,195064,57493,Unsurveyed/Urban,170.0,Unknown,1150.0,Cornwall,-4.883927188418117,50.38153523184449
BA6 9EP,349824,138807,Gleysols,20.0,River Brue,1820.0,Mendip,-2.7186888348543765,51.14631410083115
PO20 6EJ,488258,104107,Luvisols,10.0,River Lavant,2590.0,Chichester,-0.7481841164188846,50.82978073407301
BH15 4EU,399611,91493,Unsurveyed/Urban,10.0,Upton Lake,570.0,"Bournemouth, Christchurch and Poole",-2.006875867666321,50.72306002520694
RG27 9DZ,472560,154303,Planosols,80.0,River Whitewater,1720.0,Hart,-0.9609893612128771,51.28325465076269
PO20 8RG,481186,96269,Gleysols,10.0,Earnley Rife,460.0,Chichester,-0.8503075681100181,50.76034501628171
RH11 8HD,525087,136374,Unsurveyed/Urban,80.0,Ifield Brook,1030.0,Crawley,-0.21438742427084787,51.11301605834403
GU1 2LB,501352,150024,Unsurveyed/Urban,80.0,River Wey,1820.0,Guildford,-0.549490664302239,51.240401754585484
BN43 9FZ,521713,105211,Unsurveyed/Urban,10.0,West Arm,630.0,Adur,-0.27298552393431263,50.8336437026258
SE18 4AW,542756,178485,Unsurveyed/Urban,30.0,Woolwich Reach,1830.0,Greenwich,0.05469987643852618,51.487302116392435
SM5 1WX,528685,163962,Unsurveyed/Urban,40.0,River Wandle,3140.0,Sutton,-0.15311215040475493,51.360159647714816
TR11 4WS,178614,32609,Cambisols,80.0,Unknown,1420.0,Cornwall,-5.100402625321418,50.1521102683953
EX2 4PQ,293177,91912,Unsurveyed/Urban,40.0,River Exe,1750.0,Exeter,-3.5145231159304964,50.71698762404344
BN42 4EG,524290,105008,Unsurveyed/Urban,0.0,River Adur,850.0,Adur,-0.23647796233095417,50.83127197126719
RH11 7QN,526559,136681,Unsurveyed/Urban,70.0,Gatwick Stream,3390.0,Crawley,-0.19326196727975223,51.115452371641396
DT11 9NG,389929,104169,Cambisols,40.0,River Stour,830.0,Dorset,-2.144387906527124,50.836960506352554
SW8 2XF,529940,176846,Unsurveyed/Urban,10.0,River Thames,1510.0,Lambeth,-0.1303785169011098,51.47566032085727
TA12 6WY,346312,119292,Luvisols,20.0,Mill Brook,670.0,South Somerset,-2.7659893955022947,50.970528775935115
SE16 1QG,536231,179478,Unsurveyed/Urban,10.0,River Thames,760.0,Southwark,-0.03883513257107981,51.49783354332247
RH4 3HB,516310,149295,Unsurveyed/Urban,190.0,Pipp Brook,470.0,Mole Valley,-0.335540785794507,51.230999148857045
RG11 4QW,477200,164600,Planosols,60.0,Unknown,1220.0,Wokingham,-0.8922440855005811,51.375216157264575
TN14 5WB,553007,154630,Unsurveyed/Urban,150.0,Unknown,1940.0,Sevenoaks,0.19196565705779706,51.270285850614904
TN33 9BU,575073,111975,Planosols,30.0,Watermill Stream,1130.0,Rother,0.48733899445416284,50.88074587205422
RG6 9DF,473353,173709,Unsurveyed/Urban,40.0,River Thames,910.0,Wokingham,-0.9456222471747919,51.45761601298824
BH22 9RY,407673,101461,Unsurveyed/Urban,20.0,Uddens Water,680.0,Dorset,-1.8924600237343892,50.81264913296616
EX39 9DQ,245484,126857,Unsurveyed/Urban,10.0,River Torridge,770.0,Torridge,-4.204420112798589,51.0202675583178
BN24 6AH,565853,104185,Gleysols,0.0,Salt Haven,410.0,Wealden,0.35287091668897524,50.813471612282164
SW15 6LF,522606,175539,Unsurveyed/Urban,10.0,Beverley Brook,520.0,Richmond upon Thames,-0.23637880060960328,51.46554942446709
RG6 9RR,473352,173710,Unsurveyed/Urban,40.0,River Thames,910.0,Wokingham,-0.9456364304513554,51.45762513237036
TW15 3SU,506400,170800,Unsurveyed/Urban,20.0,River Ash,1350.0,Spelthorne,-0.4710043924260974,51.42622935475684
BH22 8LA,407468,99353,Unsurveyed/Urban,30.0,Unknown,1450.0,Dorset,-1.8954119429252567,50.79369552521432
TW13 7LN,510698,172084,Unsurveyed/Urban,20.0,River Ash,4250.0,Hounslow,-0.4088091036848194,51.43694775713543
BN21 4AY,561338,98663,Unsurveyed/Urban,10.0,Unknown,1980.0,Eastbourne,0.28641444662647164,50.7651285311996
SP5 3JJ,417071,121712,Luvisols,40.0,Dockens Water,750.0,Wiltshire,-1.758128017860895,50.99455344137687
RH12 4YG,517699,131139,Unsurveyed/Urban,50.0,River Arun,1590.0,Horsham,-0.32158641569741586,51.06752614930234
BA6 8ZD,350085,139020,Unsurveyed/Urban,30.0,River Brue,1820.0,Mendip,-2.7149875301817064,51.14825212268995
TA3 6UD,328490,118223,Cambisols,80.0,River Ding,2160.0,Somerset West and Taunton,-3.019559254430932,50.95897700642664
TW6 3XX,507942,174507,Unsurveyed/Urban,20.0,Duke of Northumberland's River,2390.0,Hillingdon,-0.44770473719668263,51.459257526734596
BH1 2JX,408969,91287,Unsurveyed/Urban,20.0,The Bourne,1130.0,"Bournemouth, Christchurch and Poole",-1.8743099038983941,50.72114029722976
CT16 1UH,633000,142400,Unsurveyed/Urban,10.0,River Dour,2060.0,Dover,1.3290073613857403,51.133444721388464
RH4 9GG,516691,149548,Unsurveyed/Urban,60.0,River Mole,1970.0,Mole Valley,-0.3300041001956421,51.23319542746368
BN10 8HF,541492,101233,Arenosols,40.0,River Ouse,3210.0,Lewes,0.006182255933446066,50.79340061238517
CT21 4EW,612220,135497,Gleysols,90.0,Royal Military Canal,730.0,Folkestone and Hythe,1.0283985055227467,51.07953155159293
DT7 3NS,333516,92612,Cambisols,120.0,Mill Brook,370.0,Dorset,-2.943351333938173,50.729304935076854
PL14 5LN,226073,71196,Podsols,300.0,River Seaton,2470.0,Cornwall,-4.454590767243515,50.51464839432001
CR7 8NN,532621,168961,Unsurveyed/Urban,60.0,Unknown,3260.0,Croydon,-0.0947484950826673,51.40417964105049
SE13 5JG,538300,175600,Unsurveyed/Urban,10.0,Quaggy River,1290.0,Lewisham,-0.010565209803795113,51.46248364009477
CR2 9AZ,534609,160907,Unsurveyed/Urban,150.0,The Beck,6280.0,Croydon,-0.06923200562175337,51.33133406724124
RG16 7LN,433163,178566,Cambisols,130.0,River Lambourn,3010.0,West Berkshire,-1.5235874044906914,51.50505948131715
CR2 1AU,531406,166024,Unsurveyed/Urban,40.0,River Wandle,2100.0,Croydon,-0.11329195348485777,51.37806809152751
EX6 7PB,283858,84840,Cambisols,70.0,Bramble Brook,110.0,Teignbridge,-3.644247829932918,50.65162796282686
ME3 8RJ,581119,176554,Luvisols,40.0,River Medway,1980.0,Medway,0.6056977135736215,51.45898327439799
BN3 7NL,527616,106624,Unsurveyed/Urban,30.0,West Arm,5330.0,Brighton and Hove,-0.18871208864077108,50.84507353518198
CT2 0SF,617333,161446,Planosols,20.0,Unknown,3350.0,Canterbury,1.1169754347552785,51.31060721638467
RH12 9LS,517699,131139,Unsurveyed/Urban,50.0,River Arun,1600.0,Horsham,-0.32158641569741586,51.06752614930234
ME7 5LT,577508,167069,Leptosols,80.0,Tower Reach,3320.0,Medway,0.5490299534647333,51.374925584822904
BN42 4BA,524516,105090,Unsurveyed/Urban,10.0,West Arm,1890.0,Adur,-0.2332426123024185,50.83196048000669
BA21 3XW,355196,115983,Unsurveyed/Urban,50.0,Unknown,990.0,South Somerset,-2.6390657908805544,50.94153650795623
KT20 5TS,523544,156658,Unsurveyed/Urban,170.0,Unknown,6160.0,Reigate and Banstead,-0.2294426703381433,51.29565575231571
EX7 0EZ,296571,77333,Arenosols,30.0,Dawlish Water,700.0,Teignbridge,-3.4623875701970976,50.586539418060596
UB3 2FF,508784,181103,Unsurveyed/Urban,40.0,Grand Union Canal,1590.0,Hillingdon,-0.433559686521348,51.51838217147075
SW19 6BU,523800,173583,Unsurveyed/Urban,50.0,Beverley Brook,2200.0,Wandsworth,-0.2198830869171326,51.44771081438466
TW7 4BX,515532,176423,Unsurveyed/Urban,10.0,Duke of Northumberland's River,1210.0,Hounslow,-0.3378785927327935,51.4749814294247
BH21 4ER,395004,99894,Luvisols,30.0,River Winterborne,1750.0,Dorset,-2.072258051725702,50.79858459799757
CR2 4YB,530600,160800,Unsurveyed/Urban,160.0,River Wandle,4750.0,Croydon,-0.12678217834019542,51.33130648141496
TN9 2RR,558700,145700,Unsurveyed/Urban,30.0,River Medway,230.0,Tonbridge and Malling,0.2695554389098421,51.18849592586815
OX10 6BD,461332,186189,Cambisols,50.0,River Thames,1260.0,South Oxfordshire,-1.1164486597419556,51.571243524786645
SE3 7YP,539769,176057,Unsurveyed/Urban,30.0,Quaggy River,850.0,Lewisham,0.010747615945716812,51.46622971110469
TW7 9EJ,517054,177215,Unsurveyed/Urban,10.0,River Thames,960.0,Hounslow,-0.31571166369209164,51.48178708181503
ME10 2DA,590000,164600,Unsurveyed/Urban,10.0,Unknown,2850.0,Swale,0.7269845537023827,51.34871096347714
OX9 8EX,459700,192800,Luvisols,50.0,Unknown,230.0,South Oxfordshire,-1.1388703957637063,51.63085319403306
GU14 9JR,484620,156919,Unsurveyed/Urban,70.0,Hawley Lake Stream,310.0,Rushmoor,-0.7874873781498468,51.30511041698493
PL24 2YB,207178,54022,Unsurveyed/Urban,10.0,Unknown,600.0,Cornwall,-4.711965221638061,50.354453065257246
ME10 4RH,590450,162180,Unsurveyed/Urban,40.0,Milton Creek,4310.0,Swale,0.7321454111538984,51.32682528021171
ME12 4HW,597958,171696,Stagnosols,60.0,Bells Creek,3190.0,Swale,0.8450629830598283,51.409723141583434
SO5 8BS,435500,121200,Unsurveyed/Urban,20.0,Fish Lake,500.0,Test Valley,-1.49558911398368,50.989111477888635
ME9 7TN,583973,164481,Luvisols,50.0,Unknown,2950.0,Swale,0.6404765469508127,51.349623593825214
CR9 6AR,533474,166196,Unsurveyed/Urban,60.0,Unknown,2490.0,Croydon,-0.08353121740162063,51.37913179848715
TA4 4QS,308229,141321,Cambisols,30.0,Lower Stream,830.0,Somerset West and Taunton,-3.3138372809674124,51.16374846819695
SP11 6YW,437273,148063,Luvisols,90.0,River Anton,2090.0,Test Valley,-1.467562631574344,51.23054325290633
SM4 6QS,525329,167862,Unsurveyed/Urban,30.0,Pyl Brook,640.0,Merton,-0.19991335239550773,51.39595940052281
BH23 7HL,416275,94958,Luvisols,10.0,Unknown,2210.0,"Bournemouth, Christchurch and Poole",-1.7706526170378163,50.753994768331104
BS15 9NX,364873,172748,Unsurveyed/Urban,110.0,River Avon,2010.0,South Gloucestershire,-2.506913322510459,51.45261643457477
SM2 7BG,524240,162499,Unsurveyed/Urban,70.0,Hogsmill River,1860.0,Sutton,-0.2174313770459836,51.34799979206072
TW13 4LQ,509917,172508,Unsurveyed/Urban,20.0,River Ash,3920.0,Hounslow,-0.41990902761584126,51.44091063583042
EX4 4XY,292656,92951,Unsurveyed/Urban,40.0,Shobrooke Lake,1320.0,Exeter,-3.5222030378461326,50.72623160735895
SO5 5WF,446100,119000,Unsurveyed/Urban,10.0,Barton River,300.0,Eastleigh,-1.3448535804048383,50.968580502382196
RH20 2BP,505409,118599,Luvisols,10.0,River Arun,690.0,Horsham,-0.5005595256740744,50.95718858325744
RG3 6LX,466612,174733,Unsurveyed/Urban,80.0,River Thames,1460.0,Reading,-1.0424374800527965,51.46765405611042
CT2 9DX,612984,159387,Luvisols,70.0,Unknown,2110.0,Canterbury,1.0534427730477347,51.2937624791798
CR7 7XS,532904,165801,Unsurveyed/Urban,60.0,River Wandle,3200.0,Croydon,-0.09186414748980762,51.375715675785834
BS14 9NX,360683,168675,Unsurveyed/Urban,60.0,Unknown,780.0,"Bristol, City of",-2.5667562170355662,51.41571926618234
RG20 4JD,449949,162999,Planosols,90.0,Unknown,640.0,Basingstoke and Deane,-1.2839459861927907,51.36386781211668
KT22 0WR,516274,156533,Unsurveyed/Urban,40.0,River Mole,620.0,Mole Valley,-0.3337052807362306,51.29606182956186
RG11 6PP,483801,164678,Podsols,80.0,Unknown,830.0,Wokingham,-0.797409698417891,51.3749827524647
RG41 5QJ,477806,170242,Gleysols,50.0,Emm Brook,640.0,Wokingham,-0.8823039602615079,51.4258546104394
SO1 9XR,437670,115434,Luvisols,20.0,River Test,930.0,Test Valley,-1.4652687138518516,50.93712667246915
EX4 1BA,291231,92125,Cambisols,10.0,Shobrooke Lake,1050.0,Exeter,-3.5421406960012076,50.71854104760479
BH21 4EF,398415,100783,Luvisols,30.0,River Stour,710.0,Dorset,-2.023862050511824,50.80659901535283
BA2 9DN,371676,163331,Cambisols,30.0,River Avon,680.0,Bath and North East Somerset,-2.4082571934128496,51.368327283228645
SL5 8TT,490800,168800,Podsols,80.0,Bull Brook,1760.0,Windsor and Maidenhead,-0.695828100760752,51.41096189368069
PL21 9QB,260665,59772,Cambisols,130.0,Unknown,500.0,South Hams,-3.962758270556734,50.4212357596406
SW17 0TU,526612,171662,Unsurveyed/Urban,10.0,River Wandle,1130.0,Wandsworth,-0.1801258507169453,51.42982564176426
CR5 3AZ,529337,158143,Unsurveyed/Urban,100.0,Unknown,5010.0,Croydon,-0.1458638684275821,51.307716344746865
HA5 2QQ,510852,188516,Unsurveyed/Urban,50.0,Yeading Brook,700.0,Hillingdon,-0.40143357080969533,51.58460777129035
BN22 9RT,560137,102497,Unsurveyed/Urban,10.0,Willingdon and West Langney Sewer,1320.0,Eastbourne,0.2710673459443492,50.79991142456283
RH4 1TB,516000,149900,Unsurveyed/Urban,60.0,Pipp Brook,350.0,Mole Valley,-0.33978303518219627,51.236499980355994
BN3 3BW,529099,105474,Unsurveyed/Urban,30.0,River Adur,3950.0,Brighton and Hove,-0.16806381001358728,50.83440876061117
SW9 8PT,531267,175429,Unsurveyed/Urban,20.0,River Thames,4480.0,Lambeth,-0.11180787578929868,51.46262021889512
PL16 0JP,241086,89203,Cambisols,140.0,River Wolf,380.0,Torridge,-4.250722833724484,50.68072912559668
RG7 4HF,463447,167154,Histosols,90.0,Clayhill Brook,1400.0,West Berkshire,-1.0893502714773242,51.39987868461114
BS23 2LN,331938,162210,Unsurveyed/Urban,40.0,Uphill Great Rhyne,2700.0,North Somerset,-2.9788082666267313,51.354868805996055
SP11 0HH,434445,149993,Luvisols,100.0,Unknown,3350.0,Test Valley,-1.5078782836490618,51.24807405318268
SO30 2TX,451030,113026,Unsurveyed/Urban,10.0,Pudbrook Lake,160.0,Eastleigh,-1.2754851301140493,50.91444994641079
BS20 8RS,344569,175683,Unsurveyed/Urban,110.0,Walton Brook,2270.0,North Somerset,-2.7995500121679076,51.47737607979972
TW8 9QA,517929,178551,Unsurveyed/Urban,10.0,River Brent,380.0,Hounslow,-0.30267099597878216,51.49361285497273
SE21 7WG,533055,172559,Unsurveyed/Urban,40.0,Pool River,3990.0,Southwark,-0.08716326840712559,51.43641178784471
CT9 4AR,635730,169899,Unsurveyed/Urban,40.0,Unknown,6880.0,Thanet,1.3860594295686806,51.37916529520338
BS32 4XL,360510,181772,Unsurveyed/Urban,70.0,Patchway Brook,1630.0,South Gloucestershire,-2.5707120115331135,51.53346307878757
SE9 3PN,544090,172449,Unsurveyed/Urban,50.0,Wyncham Stream,710.0,Greenwich,0.07144241695695802,51.432726779187234
GU34 9FW,471656,139156,Unsurveyed/Urban,110.0,River Wey,280.0,East Hampshire,-0.9769708662299617,51.147190337754914
PL15 7JA,231024,81944,Cambisols,170.0,Unknown,640.0,Cornwall,-4.389704897239743,50.61267117744955
TA24 8AF,295786,145727,Unsurveyed/Urban,60.0,Unknown,690.0,Somerset West and Taunton,-3.4930084864652784,51.20121962606641
ME3 0EG,588607,176643,Unsurveyed/Urban,10.0,River Medway,1260.0,Medway,0.7134026425317117,51.45733936889412
BA12 7LJ,381633,141164,Cambisols,170.0,Unknown,1190.0,Wiltshire,-2.2640826662118387,51.16941910680032
SN12 6XP,391551,161583,Stagnosols,50.0,Semington Brook,1810.0,Wiltshire,-2.1227157161928853,51.353257429278536
RH20 1HE,500326,114597,Stagnosols,30.0,Unknown,440.0,Chichester,-0.5740075299759277,50.922118811461175
TA1 2PX,325177,124399,Gleysols,10.0,Black Brook,1810.0,Somerset West and Taunton,-3.0679962315334417,51.01408218778487
SP1 2TY,414803,129666,Unsurveyed/Urban,50.0,River Avon,410.0,Wiltshire,-1.7901223811319538,51.06613919748706
SE25 4NH,534770,168447,Unsurveyed/Urban,40.0,Unknown,1190.0,Croydon,-0.06406701260116222,51.399054500426374
PL9 9RN,249559,52515,Unsurveyed/Urban,10.0,River Tamar,840.0,Cornwall,-4.116080820469854,50.353275054507456
RG12 1XT,486385,169705,Unsurveyed/Urban,60.0,Unknown,690.0,Bracknell Forest,-0.7590722316021854,51.419786284907616
TN15 0ZB,553007,154630,Unsurveyed/Urban,150.0,Unknown,1960.0,Sevenoaks,0.19196565705779706,51.270285850614904
SE12 0ER,540753,171940,Unsurveyed/Urban,50.0,Quaggy River,570.0,Lewisham,0.02326786184002821,51.428990981355554
SW19 9FR,524321,170180,Unsurveyed/Urban,20.0,River Wandle,3070.0,Merton,-0.21358305896422447,51.41701337658346
SN14 7DZ,386029,173334,Leptosols,120.0,By Brook,2670.0,Wiltshire,-2.2024783851500085,51.45880709189214
TA1 4NX,320901,123395,Arenosols,30.0,River Tone,490.0,Somerset West and Taunton,-3.1287202021054736,51.00448265000778
CT16 3BU,629255,143920,Unsurveyed/Urban,50.0,River Dour,620.0,Dover,1.2765394379350627,51.14860047793784
RH12 4SU,517435,135554,Planosols,60.0,Boldings Brook,420.0,Horsham,-0.3239187156421941,51.107263309410484
TR6 0HD,175809,53701,Histosols,100.0,Unknown,390.0,Cornwall,-5.152087109224688,50.34045880059165
GU51 1JS,480433,155534,Podsols,70.0,Unknown,380.0,Hart,-0.8478494252652478,51.29326558894823
TW20 9PP,500320,170667,Unsurveyed/Urban,20.0,Unknown,570.0,Runnymede,-0.5584619740841884,51.42614149672757
GU51 3DJ,481244,154599,Unsurveyed/Urban,80.0,Unknown,420.0,Hart,-0.8364333948124781,51.28474502689329
UB3 2AP,509302,180896,Unsurveyed/Urban,40.0,Grand Union Canal,2290.0,Hillingdon,-0.4261612366848819,51.51642176016334
GU15 1UA,490300,160400,Unsurveyed/Urban,120.0,Unknown,2090.0,Surrey Heath,-0.7051470519661445,51.33553103398315
TA11 6LN,348647,128888,Unsurveyed/Urban,40.0,River Cary,1090.0,South Somerset,-2.7340991839788837,51.05702438676743
BH15 2BH,401812,91376,Unsurveyed/Urban,10.0,Little Channel,1340.0,"Bournemouth, Christchurch and Poole",-1.975695714287706,50.722005624081206
BS35 3JT,362514,188497,Leptosols,90.0,Unknown,1700.0,South Gloucestershire,-2.5425416889818515,51.59406432993862
TN31 7WJ,591947,120455,Luvisols,10.0,Rock Channel,320.0,Rother,0.7313874830954608,50.951560443278524
SO9 7TW,442625,112690,Unsurveyed/Urban,10.0,River Itchen,890.0,Southampton,-1.3950750905587828,50.912109028333354
PO22 7EY,495355,99992,Unsurveyed/Urban,0.0,Aldingbourne Rife,1170.0,Arun,-0.6485097673987632,50.791662620939704
RG11 7QT,483900,163700,Podsols,90.0,Unknown,280.0,Bracknell Forest,-0.7962182372174165,51.36617624722404
RG26 6JE,459880,162118,Podsols,100.0,Bishop's Wood Stream,650.0,Basingstoke and Deane,-1.1414660260166272,51.35498885733643
ME3 7AU,574571,168217,Unsurveyed/Urban,10.0,Unknown,580.0,Medway,0.5074388696725781,51.38614800219095
SE13 6LZ,538200,175300,Unsurveyed/Urban,10.0,Quaggy River,1340.0,Lewisham,-0.01212092638794829,51.45981221143046
TR7 1LT,180466,61878,Unsurveyed/Urban,110.0,River Gannel,960.0,Cornwall,-5.091514563905329,50.415643917527476
SO20 6DY,435931,137107,Leptosols,40.0,River Test,1170.0,Test Valley,-1.487873938782475,51.132117136383535
TR1 3SZ,181836,45471,Unsurveyed/Urban,40.0,River Kenwyn,500.0,Cornwall,-5.062760314602875,50.268813769342614
BR8 7YD,551336,169302,Unsurveyed/Urban,70.0,River Cray,2670.0,Sevenoaks,0.17425991308572258,51.40256332761591
BH13 7BX,406326,89670,Unsurveyed/Urban,20.0,Unknown,80.0,"Bournemouth, Christchurch and Poole",-1.911777870646852,50.70663341285835
BN41 2LT,525174,106083,Unsurveyed/Urban,30.0,West Arm,2760.0,Adur,-0.22356494955665573,50.84074394162076
BN9 7UA,541200,102600,Unsurveyed/Urban,70.0,River Ouse,2530.0,Lewes,0.002567068110331807,50.80575705745454
TA20 1FD,332967,109798,Planosols,90.0,Unknown,710.0,South Somerset,-2.954272565140657,50.883766069927006
SM6 7NU,528535,164755,Unsurveyed/Urban,30.0,River Wandle,3060.0,Croydon,-0.15497898112073866,51.36732027375847
CR4 6JT,530900,168300,Unsurveyed/Urban,40.0,Unknown,3250.0,Croydon,-0.11971987700086949,51.39863881992607
SW8 3BT,528703,175904,Unsurveyed/Urban,10.0,River Thames,2400.0,Wandsworth,-0.14852286647403695,51.46747724681756
BS19 1PB,350600,171500,Leptosols,80.0,Land Yeo,1400.0,North Somerset,-2.712130783825773,51.44032750802175
RG29 1JH,474496,149607,Luvisols,110.0,River Whitewater,1980.0,Hart,-0.9342119248064791,51.240786807625376
SE14 5AD,535851,176825,Unsurveyed/Urban,10.0,River Thames,2780.0,Lewisham,-0.045325854496785174,51.47408439845575
CR3 6HJ,533482,154494,Unsurveyed/Urban,150.0,Unknown,2170.0,Tandridge,-0.08779583733660204,51.27396745656853
DA14 6RY,545600,171900,Unsurveyed/Urban,50.0,Wyncham Stream,1300.0,Bexley,0.09292383577063698,51.42740803297113
CT16 1QN,632210,141628,Unsurveyed/Urban,10.0,River Dour,1340.0,Dover,1.31723877484277,51.126835127332654
CR5 1PQ,530525,158220,Luvisols,120.0,Unknown,4300.0,Croydon,-0.12880189205146714,51.308137378346736
TN21 1AA,558163,121511,Luvisols,150.0,Unknown,2250.0,Wealden,0.25130065425062054,50.97130326432045
RH16 1FL,533131,124714,Unsurveyed/Urban,50.0,Scrase Stream,310.0,Mid Sussex,-0.10382259976467938,51.00641476087378
BA16 0XP,350087,138997,Gleysols,30.0,River Brue,650.0,Mendip,-2.7149557432223332,51.148045497481654
BR8 8JF,551000,168200,Unsurveyed/Urban,80.0,River Cray,770.0,Bexley,0.16896471366282637,51.39275113783682
KT9 1YU,518033,164512,Unsurveyed/Urban,40.0,The Rythe,1440.0,Kingston upon Thames,-0.3058471381361645,51.3674138872619
BH23 4PL,419514,94049,Unsurveyed/Urban,20.0,Bure Brook,1180.0,"Bournemouth, Christchurch and Poole",-1.7247851308500455,50.745721341459955
PO9 9FE,472039,106225,Unsurveyed/Urban,10.0,Unknown,630.0,Havant,-0.978020108574895,50.85106638266432
EX31 4HQ,254935,140111,Histosols,150.0,Colam Stream,360.0,North Devon,-4.075092126355588,51.141834851588946
DA14 4HX,546360,172491,Unsurveyed/Urban,40.0,Wyncham Stream,1230.0,Bexley,0.10409177479542059,51.432522869236436
SW9 7LD,531539,175842,Unsurveyed/Urban,10.0,River Thames,3900.0,Lambeth,-0.10774121083360058,51.46626860082716
TN17 4DE,580995,132834,Planosols,90.0,Unknown,1020.0,Tunbridge Wells,0.5818066719017191,51.06630291234129
KT22 7EL,516995,157136,Unsurveyed/Urban,50.0,The Rye,1400.0,Mole Valley,-0.32317148389869127,51.3013339989583
DT1 1ES,369760,90320,Podsols,60.0,River Frome,490.0,Dorset,-2.4296601579406594,50.71171917766956
SE12 0AP,540488,173326,Unsurveyed/Urban,50.0,Quaggy River,1280.0,Lewisham,0.02000790143825435,51.44151124002536
SE1 2EZ,533631,179716,Unsurveyed/Urban,10.0,Upper Pool,490.0,Southwark,-0.0761780076740407,51.500592342750664
SW17 0QQ,527299,171435,Unsurveyed/Urban,20.0,River Wandle,1750.0,Wandsworth,-0.170330518294133,51.42763182716008
SL6 2NT,490740,176358,Planosols,30.0,The Cut,1680.0,Windsor and Maidenhead,-0.6947552035856772,51.47891198972738
KT22 9RR,514600,156700,Planosols,40.0,River Mole,1080.0,Mole Valley,-0.35765069337049576,51.29790189335944
PO6 1UR,467527,105038,Unsurveyed/Urban,10.0,Unknown,1070.0,Portsmouth,-1.0423238850853327,50.84093728100791
KT17 2AW,522179,162742,Unsurveyed/Urban,40.0,Hogsmill River,650.0,Epsom and Ewell,-0.2469268273399692,51.350630140766356
KT20 7TY,522486,154954,Unsurveyed/Urban,170.0,Unknown,4250.0,Reigate and Banstead,-0.24519334191508768,51.280569298132924
BS99 3DY,360204,173429,Unsurveyed/Urban,20.0,River Frome,390.0,"Bristol, City of",-2.574179627301349,51.45842947678411
PL31 1ED,207143,66895,Unsurveyed/Urban,100.0,Unknown,400.0,Cornwall,-4.719072588908524,50.470080211462815
GU7 9TN,497259,144012,Unsurveyed/Urban,40.0,River Wey,360.0,Waverley,-0.6097334218358349,51.18707002022328
RH1 6LJ,526486,149119,Luvisols,210.0,Redhill Brook,950.0,Reigate and Banstead,-0.18993261920229412,51.227254895777165
TN1 2RL,558843,140240,Luvisols,100.0,Unknown,1800.0,Tonbridge and Malling,0.2691907366981999,51.1393985833772
SW17 0ZU,526843,171761,Unsurveyed/Urban,10.0,River Wandle,1180.0,Wandsworth,-0.1767693941144137,51.43066374516452
SE11 5AG,530857,178489,Unsurveyed/Urban,10.0,River Thames,1950.0,Lambeth,-0.11657397786224566,51.49021419124245
TW14 0SZ,510800,175000,Unsurveyed/Urban,20.0,River Crane,910.0,Hounslow,-0.40643005321644043,51.4631370279122
SO31 5WX,451208,108254,Unsurveyed/Urban,50.0,Unknown,1150.0,Fareham,-1.2736208512801914,50.87152592305853
SO2 9AD,443886,111110,Unsurveyed/Urban,20.0,River Itchen,1760.0,Southampton,-1.3773292505497146,50.89780764260194
PO38 3HB,452506,82425,Luvisols,30.0,River Yar,270.0,Isle of Wight,-1.2588515981487365,50.639158977053555
GU22 2BJ,500740,158617,Unsurveyed/Urban,40.0,Basingstoke Canal,1020.0,Woking,-0.5558347585114221,51.31775208618066
SO1 9EE,438163,114427,Unsurveyed/Urban,10.0,Tanner's Brook,1290.0,Southampton,-1.4583580072433062,50.92803947034251
RG26 5AH,465906,159979,Planosols,60.0,Unknown,1220.0,Basingstoke and Deane,-1.0553355980741612,51.33509237579568
TR11 3QW,180400,32400,Unsurveyed/Urban,50.0,Unknown,730.0,Cornwall,-5.075319267487398,50.150897681922956
DT1 2WD,368744,90712,Unsurveyed/Urban,80.0,River Frome,560.0,Dorset,-2.444082851194006,50.71519025428036
EX31 3UX,253500,132093,Stagnosols,20.0,Unknown,420.0,North Devon,-4.092333727283377,51.069418944552034
RH20 3BA,513383,117347,Planosols,40.0,Lancing Brook,760.0,Horsham,-0.38746156277447213,50.944422537956584
BH23 3LL,417804,92809,Luvisols,0.0,River Mude,640.0,"Bournemouth, Christchurch and Poole",-1.7490810028727475,50.73462519705183
SW9 8EE,531019,175460,Unsurveyed/Urban,20.0,River Thames,3880.0,Lambeth,-0.11536427125369503,51.4629562133871
BS25 5RJ,341958,159130,Luvisols,40.0,Churchill Rhyne,1800.0,North Somerset,-2.834428296146083,51.32829134830192
CT1 2NJ,614757,157692,Luvisols,10.0,Great Stour,1230.0,Canterbury,1.0778153691971524,51.27787801862048
TW9 2AR,518722,176279,Unsurveyed/Urban,10.0,River Thames,1870.0,Richmond upon Thames,-0.29201665108503394,51.473027481692355
CR3 2SS,530300,159400,Unsurveyed/Urban,120.0,Unknown,5890.0,Reigate and Banstead,-0.13159726397926585,51.31879351080038
