postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,longitude,latitude,postcodeSector,postcodeDistrict
PO11 0EG,471322,99575,Unsurveyed/Urban,0,The Deeps,2920.0,Havant,-0.9894948164657484,50.79136419891574,PO11 0,PO11
ME5 7QZ,576922,164878,Leptosols,70,Tower Reach,4510.0,Medway,0.539529892683912,51.35542696186433,ME5 7,ME5
TN11 9SE,561061,152947,Planosols,60,River Bourne,420.0,Tonbridge and Malling,0.3065643682160326,51.25294753545677,TN11 9,TN11
ME16 9FA,572969,155538,Luvisols,80,River Medway,1930.0,Maidstone,0.47828867664226193,51.27273899287395,ME16 9,ME16
TR17 0HT,151511,30039,Unsurveyed/Urban,10,Red River,840.0,Cornwall,-5.477426490851689,50.118300248449714,TR17 0,TR17
GU47 0TF,485074,162217,Podsols,70,Blackwater River,970.0,Bracknell Forest,-0.7797128218613901,51.35267020318303,GU47 0,GU47
TN34 3ZD,582438,110359,Unsurveyed/Urban,80,Hollington Stream,860.0,Hastings,0.591116880330405,50.86395246634246,TN34 3,TN34
BS13 8LD,357016,168408,Unsurveyed/Urban,50,The Malago,260.0,"Bristol, City of",-2.6194509399924115,51.4130517282172,BS13 8,BS13
SO4 5TU,440528,107450,Planosols,20,Unknown,940.0,New Forest,-1.425480716954805,50.865141825451616,SO4 5,SO4
RG27 8WY,472784,153937,Gleysols,80,River Whitewater,1280.0,Hart,-0.9578525756190536,51.27993566280874,RG27 8,RG27
PO6 2HE,467051,104958,Unsurveyed/Urban,0,Unknown,1450.0,Portsmouth,-1.0490978450183432,50.84027324337039,PO6 2,PO6
GU2 7QH,498004,149169,Unsurveyed/Urban,90,River Wey,1640.0,Guildford,-0.5976696021031032,51.233300316509144,GU2 7,GU2
BH23 5HJ,421212,93680,Unsurveyed/Urban,30,Walkford Brook,500.0,"Bournemouth, Christchurch and Poole",-1.7007400801721748,50.74234388260854,BH23 5,BH23
SL5 0LU,495135,167818,Luvisols,50,Unknown,1310.0,Windsor and Maidenhead,-0.6337792793102959,51.401424795391975,SL5 0,SL5
BA11 4LW,373694,145665,Leptosols,110,Nunney Brook,560.0,Mendip,-2.3779625203082575,51.20957928752415,BA11 4,BA11
BN44 3FZ,517600,111000,Cambisols,20,River Adur,1140.0,Horsham,-0.3295068267607822,50.88652837784936,BN44 3,BN44
EX4 4UU,292038,93487,Unsurveyed/Urban,50,Taddiforde Brook,500.0,Exeter,-3.531112572199946,50.7309353162176,EX4 4,EX4
PL1 3NF,247011,54309,Unsurveyed/Urban,10,River Plym,2260.0,Plymouth,-4.152600551719261,50.36874043293813,PL1 3,PL1
SW9 6FN,531465,176620,Unsurveyed/Urban,10,River Thames,3320.0,Lambeth,-0.10851676031783525,51.47327736061541,SW9 6,SW9
TA8 1EX,330931,149252,Leptosols,10,Burnham Rhyne,160.0,Sedgemoor,-2.9907555782256945,51.238249109663435,TA8 1,TA8
SW4 0HL,529086,175752,Unsurveyed/Urban,20,River Thames,2950.0,Lambeth,-0.14306758474022804,51.4660241023564,SW4 0,SW4
DA15 8SG,545473,174755,Unsurveyed/Urban,50,River Shuttle,2670.0,Bexley,0.09227054044951555,51.45309439163529,DA15 8,DA15
RH5 6DP,517648,154022,Leptosols,80,River Mole,1050.0,Mole Valley,-0.3148337512590578,51.273211240893936,RH5 6,RH5
RG4 7GF,471613,170786,Unsurveyed/Urban,50,Foudry Brook,550.0,Reading,-0.9712521709432029,51.4315604010268,RG4 7,RG4
KT21 1NE,518757,159095,Unsurveyed/Urban,60,The Rye,2730.0,Mole Valley,-0.2972570635535016,51.31857658220712,KT21 1,KT21
EX39 1SG,245951,130765,Cambisols,30,The Pill,470.0,Torridge,-4.1994298453120855,51.05550847785398,EX39 1,EX39
TN22 2HP,546422,123984,Luvisols,50,Shortbridge Stream,610.0,Wealden,0.08519535062595984,50.99662835838661,TN22 2,TN22
GU12 4FR,487935,151179,Unsurveyed/Urban,80,Basingstoke Canal,600.0,Rushmoor,-0.741355655563049,51.25300810050022,GU12 4,GU12
GU52 7RY,480598,153033,Unsurveyed/Urban,80,Basingstoke Canal,1630.0,Hart,-0.846047038548044,51.27075836469926,GU52 7,GU52
TN23 1TZ,600948,141664,Unsurveyed/Urban,40,East Stour River,270.0,Ashford,0.8711269953525704,51.13897151044285,TN23 1,TN23
TQ2 7JP,289553,66097,Unsurveyed/Urban,50,Unknown,780.0,Torbay,-3.5581528928407695,50.48424530032459,TQ2 7,TQ2
SO22 6JE,446849,132053,Unsurveyed/Urban,60,Lady Lake,2170.0,Winchester,-1.3325047531537921,51.085887383571745,SO22 6,SO22
BS9 1HU,357200,177400,Unsurveyed/Urban,30,River Trym,300.0,"Bristol, City of",-2.6178963573604883,51.4939128684414,BS9 1,BS9
BH20 7PQ,391947,88476,Podsols,10,Bere Stream,250.0,Dorset,-2.1153818190945572,50.69587194501852,BH20 7,BH20
TN31 9DH,591947,120455,Luvisols,10,Rock Channel,370.0,Rother,0.7313874830954608,50.951560443278524,TN31 9,TN31
SW9 8WR,531126,176099,Unsurveyed/Urban,10,River Thames,3430.0,Lambeth,-0.1135880826744824,51.46867392048659,SW9 8,SW9
RG2 0EA,471732,171397,Unsurveyed/Urban,50,River Kennet,480.0,Reading,-0.9694171092211477,51.437038329281556,RG2 0,RG2
OX9 4EW,475249,201349,Luvisols,110,Unknown,1490.0,South Oxfordshire,-0.9124237953829741,51.705843554972304,OX9 4,OX9
SN14 9NJ,382469,168486,Cambisols,50,Ladyfield Brook,130.0,Wiltshire,-2.253476024336976,51.41511664540312,SN14 9,SN14
ME1 1HE,574676,168155,Unsurveyed/Urban,10,Tower Reach,630.0,Medway,0.5089158407160238,51.38555877526988,ME1 1,ME1
BS99 2PD,360204,173429,Unsurveyed/Urban,20,River Frome,820.0,"Bristol, City of",-2.574179627301349,51.45842947678411,BS99 2,BS99
SO50 7HF,449536,120885,Stagnosols,30,Bow Lake,510.0,Winchester,-1.2956683079457616,50.98524508750816,SO50 7,SO50
GU1 2AX,500542,149896,Unsurveyed/Urban,60,River Wey,1000.0,Guildford,-0.5611260723269809,51.23939432369002,GU1 2,GU1
BN43 5WG,521402,105213,Unsurveyed/Urban,10,West Arm,330.0,Adur,-0.27739907847579204,50.833726932552445,BN43 5,BN43
GU2 7TR,498786,149907,Unsurveyed/Urban,60,River Wey,840.0,Guildford,-0.5862693362879925,51.239799612297666,GU2 7,GU2
BS18 4EJ,359723,163121,Cambisols,50,River Chew,750.0,Bath and North East Somerset,-2.5799280336811345,51.36571471952153,BS18 4,BS18
TR27 5BZ,158088,39821,Arenosols,40,River Hayle,990.0,Cornwall,-5.391811110285797,50.2088380940296,TR27 5,TR27
UB10 9AL,507803,184235,Unsurveyed/Urban,40,River Pinn,1030.0,Hillingdon,-0.446734789655546,51.54672079528023,UB10 9,UB10
ME8 0JR,580596,164593,Unsurveyed/Urban,90,River Medway,5900.0,Medway,0.5920931880733287,51.35171199014289,ME8 0,ME8
BS18 3AQ,367385,167063,Leptosols,40,Unknown,1610.0,Bath and North East Somerset,-2.4702385461082073,51.40165184664159,BS18 3,BS18
DA3 9AZ,560225,168922,Unsurveyed/Urban,60,River Darent,4820.0,Dartford,0.30177154064562967,51.39671016079785,DA3 9,DA3
KT11 9DT,510828,160086,Unsurveyed/Urban,20,River Mole,500.0,Elmbridge,-0.41067944535889295,51.329082252975674,KT11 9,KT11
DA2 7PD,550677,171506,Unsurveyed/Urban,70,River Cray,2180.0,Dartford,0.1657290066238532,51.42254194065045,DA2 7,DA2
TW12 2TU,514024,170156,Unsurveyed/Urban,20,Longford River,760.0,Richmond upon Thames,-0.3615995007936837,51.418960126006645,TW12 2,TW12
TR18 3NZ,146867,31346,Unsurveyed/Urban,50,Chyandour Brook,150.0,Cornwall,-5.543127482528585,50.12807017280738,TR18 3,TR18
BA3 2SJ,365735,154982,Luvisols,110,Wellow Brook,610.0,Bath and North East Somerset,-2.4927897351803363,51.292929548126,BA3 2,BA3
UB8 3WA,506954,182307,Unsurveyed/Urban,50,River Pinn,1730.0,Hillingdon,-0.4595588426447323,51.52955301567815,UB8 3,UB8
RG1 2ZH,471613,170786,Unsurveyed/Urban,50,Foudry Brook,550.0,Reading,-0.9712521709432029,51.4315604010268,RG1 2,RG1
CR6 0BB,534428,155140,Unsurveyed/Urban,140,Unknown,3090.0,Tandridge,-0.07399945162669277,51.27955069468669,CR6 0,CR6
BS7 0FF,359693,177362,Unsurveyed/Urban,80,River Frome,2710.0,"Bristol, City of",-2.58198414651991,51.49375496081612,BS7 0,BS7
ME8 7AS,581593,165928,Unsurveyed/Urban,40,River Medway,4990.0,Medway,0.6070759042454721,51.363385978925166,ME8 7,ME8
RG17 7AJ,437103,172940,Luvisols,160,River Lambourn,2700.0,West Berkshire,-1.4674124194955345,51.45423136930306,RG17 7,RG17
DT1 1EZ,369321,90730,Unsurveyed/Urban,60,River Frome,330.0,Dorset,-2.4359118313183425,50.715382977475734,DT1 1,DT1
RG26 4YD,458770,162256,Podsols,100,Bishop's Wood Stream,1430.0,Basingstoke and Deane,-1.157381829638814,51.35634525682026,RG26 4,RG26
PO22 6JY,498977,100308,Arenosols,0,Ryebank Rife,210.0,Arun,-0.5970534175119904,50.79389697910689,PO22 6,PO22
TR13 0EU,168006,32539,Histosols,150,River Cober,850.0,Cornwall,-5.248608041601567,50.14742535662994,TR13 0,TR13
RG4 5AX,472331,174920,Unsurveyed/Urban,40,River Thames,830.0,Reading,-0.9600818875847268,51.468634251498955,RG4 5,RG4
SE18 7HA,544247,178717,Unsurveyed/Urban,10,Woolwich Reach,2310.0,Greenwich,0.0762541421514498,51.48900875333466,SE18 7,SE18
PO9 1RX,471554,104978,Unsurveyed/Urban,10,Unknown,2100.0,Havant,-0.9851518388186651,50.83991463185172,PO9 1,PO9
SW8 3RH,528597,176172,Unsurveyed/Urban,10,River Thames,2250.0,Wandsworth,-0.1499506163708243,51.46990978973335,SW8 3,SW8
TN15 6NJ,556705,159175,Cambisols,120,River Darent,1580.0,Sevenoaks,0.24692605425383685,51.31011811990985,TN15 6,TN15
SE13 6ZF,538116,175234,Unsurveyed/Urban,10,Ravensbourne River,190.0,Lewisham,-0.013355007674392608,51.459239611105524,SE13 6,SE13
SW4 6XE,529353,175449,Unsurveyed/Urban,20,River Thames,3280.0,Lambeth,-0.13933679051969228,51.463240203470086,SW4 6,SW4
GU14 4AH,487203,154118,Unsurveyed/Urban,80,Blackwater River,1650.0,Rushmoor,-0.7511260403334922,51.27954105945357,GU14 4,GU14
GU8 4SS,494962,132966,Planosols,80,Unknown,770.0,Waverley,-0.6454989839511617,51.08815775238125,GU8 4,GU8
BS13 9DZ,357184,167474,Leptosols,90,The Malago,1200.0,"Bristol, City of",-2.6169223705731173,51.40466680385148,BS13 9,BS13
EX1 9HZ,292656,92951,Unsurveyed/Urban,40,River Exe,1320.0,Exeter,-3.5222030378461326,50.72623160735895,EX1 9,EX1
BS99 7ED,360204,173429,Unsurveyed/Urban,20,River Frome,820.0,"Bristol, City of",-2.574179627301349,51.45842947678411,BS99 7,BS99
SW9 0LA,530795,177021,Unsurveyed/Urban,10,River Thames,2550.0,Lambeth,-0.11800971011505179,51.47703614503001,SW9 0,SW9
PO19 3PH,485261,106054,Luvisols,30,River Lavant,1370.0,Chichester,-0.7902760925623674,50.8477338086231,PO19 3,PO19
BN6 8BU,531203,115712,Unsurveyed/Urban,50,Herrings Stream,180.0,Mid Sussex,-0.13453100932496886,50.9259517529951,BN6 8,BN6
OX11 6BX,451236,190742,Luvisols,80,Moor Ditch,840.0,South Oxfordshire,-1.2614441263446876,51.613183474196056,OX11 6,OX11
BH24 3XU,416370,105635,Unsurveyed/Urban,20,Lin Brook,940.0,New Forest,-1.7688332180462318,50.85000472462453,BH24 3,BH24
PL25 5JA,201100,52400,Unsurveyed/Urban,50,St Austell River,810.0,Cornwall,-4.796444246804628,50.33786049497428,PL25 5,PL25
TA13 5BF,343442,116884,Unsurveyed/Urban,40,Lambrook Brook,1660.0,South Somerset,-2.806484203316001,50.948602212746465,TA13 5,TA13
BR6 6HR,547051,163415,Unsurveyed/Urban,130,Unknown,4190.0,Bromley,0.11026879605952039,51.35079156280425,BR6 6,BR6
DT2 8BH,376932,88638,Luvisols,60,Unknown,1260.0,Dorset,-2.327978047982993,50.69692402360115,DT2 8,DT2
OX9 7RQ,463919,196396,Gleysols,70,Unknown,280.0,South Oxfordshire,-1.0772679073699136,51.66271883437948,OX9 7,OX9
RG3 2RB,469066,173520,Unsurveyed/Urban,50,River Thames,1230.0,Reading,-1.0073515760173009,51.45645528389393,RG3 2,RG3
DA8 9FP,552581,177563,Leptosols,10,Unknown,580.0,Bexley,0.19570166704038766,51.47645483489248,DA8 9,DA8
KT17 4YA,521139,161014,Unsurveyed/Urban,50,Hogsmill River,1180.0,Epsom and Ewell,-0.2624409904105104,51.335322061579724,KT17 4,KT17
ME5 8AN,576569,164044,Leptosols,80,Tower Reach,5110.0,Medway,0.5340519907250351,51.34804495334528,ME5 8,ME5
TQ3 2BD,289213,61024,Unsurveyed/Urban,10,Unknown,1120.0,Torbay,-3.561440588149,50.4385761743298,TQ3 2,TQ3
PL27 6LP,193978,75872,Arenosols,40,River Camel,460.0,Cornwall,-4.909300910224896,50.546226737451384,PL27 6,PL27
TQ9 5NH,279860,60698,Unsurveyed/Urban,10,Malt Mill Lake,60.0,South Hams,-3.6929847133502456,50.43380399037733,TQ9 5,TQ9
CT8 8DE,632636,169373,Unsurveyed/Urban,20,Brooksend Stream,4740.0,Thanet,1.3413361669345492,51.37571902188288,CT8 8,CT8
CT9 3SF,636708,170019,Unsurveyed/Urban,20,Unknown,7330.0,Thanet,1.4001666895961404,51.3798357882729,CT9 3,CT9
BH21 3LA,398610,96208,Unsurveyed/Urban,80,River Stour,700.0,Dorset,-2.021075901839292,50.76545855717983,BH21 3,BH21
EX7 0AH,297068,77445,Arenosols,20,Unknown,1410.0,Teignbridge,-3.4554004699509817,50.58763422272137,EX7 0,EX7
TQ1 4LT,291773,65552,Unsurveyed/Urban,90,Unknown,600.0,Torbay,-3.526715112586976,50.47976049660745,TQ1 4,TQ1
DA1 5LS,554378,175636,Unsurveyed/Urban,10,Unknown,450.0,Dartford,0.2207158984198844,51.45865411587399,DA1 5,DA1
W4 4ZR,520717,178385,Unsurveyed/Urban,10,River Thames,1580.0,Hounslow,-0.26258728286510835,51.4915331411412,W4 4,W4
TR14 7EU,164417,40068,Unsurveyed/Urban,100,Red River,1260.0,Cornwall,-5.303420224572816,50.21360986278685,TR14 7,TR14
TN13 2TR,550549,157934,Cambisols,90,River Darent,1230.0,Sevenoaks,0.15814875832004355,51.3006277459959,TN13 2,TN13
BS2 8LS,358811,173841,Unsurveyed/Urban,50,River Frome,630.0,"Bristol, City of",-2.5942762273132876,51.46203385311544,BS2 8,BS2
SE27 9DQ,531830,172593,Unsurveyed/Urban,50,Pool River,5100.0,Lambeth,-0.10476396382307394,51.437003448272044,SE27 9,SE27
SW1P 9BF,529548,177433,Unsurveyed/Urban,0,River Thames,1430.0,Wandsworth,-0.13580465224948773,51.4810253492926,SW1P 9,SW1P
TR11 2AN,180579,33091,Unsurveyed/Urban,30,Penryn River,1410.0,Cornwall,-5.0732155783013155,50.15716956226921,TR11 2,TR11
TW18 2RL,504400,170200,Unsurveyed/Urban,20,River Ash,2830.0,Spelthorne,-0.4999369236244911,51.42120780603345,TW18 2,TW18
RG24 4PU,462321,153521,Unsurveyed/Urban,110,River Loddon,1750.0,Basingstoke and Deane,-1.1079159052715435,51.27743417452417,RG24 4,RG24
PO22 9BB,492455,100761,Unsurveyed/Urban,10,Aldingbourne Rife,1170.0,Arun,-0.689448796983001,50.79904533302091,PO22 9,PO22
BH12 4HA,405057,93569,Podsols,50,The Bourne,370.0,"Bournemouth, Christchurch and Poole",-1.9296967444124091,50.74170795779494,BH12 4,BH12
BN11 3WL,514862,102884,Unsurveyed/Urban,10,Ferring Rife,1920.0,Worthing,-0.3709578685481003,50.81412539564604,BN11 3,BN11
GU13 8YX,480891,154663,Unsurveyed/Urban,80,Unknown,710.0,Hart,-0.8414794486002938,51.2853705551775,GU13 8,GU13
BS22 7TZ,336615,163598,Gleysols,10,River Banwell,1450.0,North Somerset,-2.911900405487502,51.367889660856655,BS22 7,BS22
BH15 2AE,401113,91695,Unsurveyed/Urban,10,Little Channel,750.0,"Bournemouth, Christchurch and Poole",-1.9855970839061972,50.724875905249725,BH15 2,BH15
BR1 2BW,541973,168699,Unsurveyed/Urban,60,Unknown,930.0,Bromley,0.039508346600733324,51.39956364010743,BR1 2,BR1
RG30 2BH,468319,172135,Unsurveyed/Urban,50,River Thames,810.0,Reading,-1.0183681459323513,51.44409432194255,RG30 2,RG30
TN23 3NJ,600845,139999,Gleysols,40,Great Stour,680.0,Ashford,0.8687293474645807,51.124054672462876,TN23 3,TN23
TN3 9BA,561254,136201,Podsols,110,Unknown,1500.0,Wealden,0.3018201910950467,51.102435651572954,TN3 9,TN3
KT22 8BJ,516460,156377,Unsurveyed/Urban,40,River Mole,850.0,Mole Valley,-0.3310895989422613,51.294621731259916,KT22 8,KT22
TA7 8RL,334116,137623,Luvisols,10,King's Sedgemoor Drain,970.0,Sedgemoor,-2.9430024395933114,51.134073311361,TA7 8,TA7
BS21 7BU,340998,173043,Leptosols,40,Land Yeo,2890.0,North Somerset,-2.850521871845652,51.45327917204528,BS21 7,BS21
KT16 8PJ,505180,166315,Unsurveyed/Urban,20,The Bourne,460.0,Runnymede,-0.48987391845088785,51.386143505678156,KT16 8,KT16
TQ2 5HF,291082,63843,Unsurveyed/Urban,10,Unknown,1250.0,Torbay,-3.5359523467406766,50.464268750153515,TQ2 5,TQ2
BS10 6SR,357258,179307,Unsurveyed/Urban,40,Hazel Brook,990.0,"Bristol, City of",-2.6172926696680068,51.51106298515408,BS10 6,BS10
BS2 2DD,360136,173453,Unsurveyed/Urban,20,River Frome,750.0,"Bristol, City of",-2.5751610196595323,51.45864046387997,BS2 2,BS2
BN16 4HL,506795,104268,Unsurveyed/Urban,10,Ferring Rife,780.0,Arun,-0.48501814972232943,50.828108744531924,BN16 4,BN16
SE27 0HJ,532312,171160,Unsurveyed/Urban,70,River Wandle,4250.0,Lambeth,-0.09836835787532118,51.42401336821685,SE27 0,SE27
CT1 2BS,614712,158060,Unsurveyed/Urban,10,Great Stour,970.0,Canterbury,1.0773921149203076,51.28119917332455,CT1 2,CT1
BN1 8DR,531429,108519,Unsurveyed/Urban,90,Unknown,6870.0,Brighton and Hove,-0.13390284279991682,50.86125239345171,BN1 8,BN1
RG8 7SQ,463471,180732,Luvisols,160,River Thames,3080.0,South Oxfordshire,-1.08657230025278,51.52194743265327,RG8 7,RG8
SW2 9JY,530563,174473,Unsurveyed/Urban,30,River Thames,4550.0,Lambeth,-0.12228868407539015,51.45419162102691,SW2 9,SW2
CR2 3NS,529300,161400,Unsurveyed/Urban,110,Unknown,3660.0,Croydon,-0.14521394585590075,51.3369954872858,CR2 3,CR2
BN20 7TW,559142,97811,Leptosols,80,Willingdon and West Langney Sewer,3070.0,Eastbourne,0.2549328619946462,50.758078771498965,BN20 7,BN20
PO19 8DE,486473,104168,Unsurveyed/Urban,10,River Lavant,940.0,Chichester,-0.7735088867461707,50.830598207129,PO19 8,PO19
TR8 5JS,181326,59157,Cambisols,30,Unknown,810.0,Cornwall,-5.077843220489122,50.391529742267224,TR8 5,TR8
SP2 0LY,409094,130249,Leptosols,80,Unknown,720.0,Wiltshire,-1.8715811775963487,51.071499294488675,SP2 0,SP2
TW8 8AF,517725,177395,Unsurveyed/Urban,10,River Brent,90.0,Hounslow,-0.30599325835732577,51.483265721661816,TW8 8,TW8
EX18 7YJ,268695,114276,Cambisols,140,Little Dart River,960.0,North Devon,-3.869144684138627,50.91297001597301,EX18 7,EX18
SO41 0AA,426707,95836,Luvisols,40,Danes Stream,750.0,New Forest,-1.622708467027379,50.76150588757595,SO41 0,SO41
BS8 3TT,351896,172687,Leptosols,110,Unknown,210.0,North Somerset,-2.6936478710622596,51.451111503122156,BS8 3,BS8
CT5 3NZ,613788,165371,Unsurveyed/Urban,20,Unknown,290.0,Canterbury,1.0685428092669018,51.34719088123128,CT5 3,CT5
DA17 9BT,553654,174061,Unsurveyed/Urban,20,River Darent,1390.0,Dartford,0.20961956706232562,51.444699799385,DA17 9,DA17
SO17 3TD,443141,115498,Unsurveyed/Urban,30,River Itchen,2690.0,Southampton,-1.3874046041603205,50.93731987598897,SO17 3,SO17
SO18 3HY,445480,115230,Unsurveyed/Urban,20,River Itchen,550.0,Southampton,-1.3541523249895158,50.93473080968203,SO18 3,SO18
BN20 9BX,558522,101377,Unsurveyed/Urban,70,Willingdon and West Langney Sewer,3280.0,Eastbourne,0.24768557098851998,50.79029120368683,BN20 9,BN20
PO20 7EG,484232,103116,Luvisols,10,Fishbourne Channel,1340.0,Chichester,-0.8055634705331863,50.82147015576417,PO20 7,PO20
DA18 4HD,548341,179203,Unsurveyed/Urban,10,Unknown,1080.0,Bexley,0.13538227866873664,51.49231735575566,DA18 4,DA18
RG12 9GZ,488709,168234,Gleysols,80,Bull Brook,110.0,Bracknell Forest,-0.7260267076363093,51.40620446290091,RG12 9,RG12
BR8 8ZU,551423,168562,Unsurveyed/Urban,80,River Darent,3890.0,Sevenoaks,0.17519417679413363,51.395891129915995,BR8 8,BR8
TN6 3RG,552838,128381,Luvisols,140,Unknown,700.0,Wealden,0.17840770010584572,51.03447173347166,TN6 3,TN6
BS11 9NH,352399,177358,Unsurveyed/Urban,10,River Avon,750.0,"Bristol, City of",-2.68704062902243,51.49315042128153,BS11 9,BS11
RG9 2EJ,475723,182911,Unsurveyed/Urban,50,River Thames,800.0,South Oxfordshire,-0.9095453580447121,51.54002892796431,RG9 2,RG9
TA2 6RR,320038,125936,Luvisols,30,Norton Brook,390.0,Somerset West and Taunton,-3.141578332317784,51.02720783985081,TA2 6,TA2
BA13 3ZU,385726,152368,Cambisols,60,Biss Brook,630.0,Wiltshire,-2.2059909401329625,51.270281290193516,BA13 3,BA13
RG25 2AZ,458547,145965,Luvisols,160,River Loddon,8000.0,Basingstoke and Deane,-1.163248911069365,51.209898527506134,RG25 2,RG25
TR16 5EJ,171193,43995,Cambisols,120,River Kennall,2480.0,Cornwall,-5.210974057964628,50.25153154729243,TR16 5,TR16
PL9 8GE,254419,53415,Luvisols,50,Unknown,630.0,South Hams,-4.048159834437888,50.362586560677705,PL9 8,PL9
BN9 9JZ,544013,100583,Arenosols,50,River Ouse,980.0,Lewes,0.04167273151740487,50.786938817205346,BN9 9,BN9
EX39 5SE,228398,122323,Cambisols,190,Seckington Water,1270.0,Torridge,-4.4456577609720505,50.97468603276772,EX39 5,EX39
BN18 9EY,501736,106938,Unsurveyed/Urban,10,River Arun,330.0,Arun,-0.5560838801235153,50.85302123613898,BN18 9,BN18
BA22 7JU,360690,126097,Stagnosols,40,River Cam,710.0,South Somerset,-2.561971821170139,51.03288168870326,BA22 7,BA22
KT16 6AL,504145,166758,Unsurveyed/Urban,20,The Bourne,420.0,Runnymede,-0.5046123785138389,51.3903161003559,KT16 6,KT16
SN9 6BQ,415530,155046,Leptosols,170,River Avon,2020.0,Wiltshire,-1.7786585430152893,51.294334324175104,SN9 6,SN9
CT2 7XF,615886,158470,Unsurveyed/Urban,20,Great Stour,550.0,Canterbury,1.094447522821825,51.28443710025901,CT2 7,CT2
BA20 1RB,355572,115979,Unsurveyed/Urban,50,River Ivel,620.0,South Somerset,-2.633714064319998,50.94152971330091,BA20 1,BA20
GU22 8RX,503213,159224,Unsurveyed/Urban,40,Basingstoke Canal,2260.0,Woking,-0.5201858600603582,51.322765484919685,GU22 8,GU22
DA3 7LN,562565,169076,Unsurveyed/Urban,80,Unknown,6590.0,Dartford,0.3354486463649122,51.397428600142774,DA3 7,DA3
PO10 7JN,474476,106018,Unsurveyed/Urban,30,River Ems,510.0,Havant,-0.943449544121511,50.84889708613299,PO10 7,PO10
RG22 6AW,462242,151402,Unsurveyed/Urban,100,River Loddon,1520.0,Basingstoke and Deane,-1.1094165712707662,51.25839142818003,RG22 6,RG22
RG45 7HN,484122,163806,Podsols,100,Unknown,1110.0,Bracknell Forest,-0.7930050604567557,51.367096358312246,RG45 7,RG45
TW16 7NE,509414,170274,Unsurveyed/Urban,20,River Ash,2310.0,Spelthorne,-0.4278325914839673,51.420928319235635,TW16 7,TW16
BH12 2YU,404600,92400,Unsurveyed/Urban,50,The Bourne,1610.0,"Bournemouth, Christchurch and Poole",-1.9361876749909814,50.73119927168678,BH12 2,BH12
PO19 6EJ,486714,106550,Unsurveyed/Urban,30,River Lavant,1350.0,Chichester,-0.7695246340530282,50.85197735431872,PO19 6,PO19
BA5 2QN,354898,146179,Unsurveyed/Urban,60,Unknown,760.0,Mendip,-2.647084576141099,51.213021930426365,BA5 2,BA5
RG8 7NE,463672,176238,Luvisols,50,River Pang,260.0,West Berkshire,-1.0844853703949051,51.48152239010034,RG8 7,RG8
RH14 9NU,508706,126235,Planosols,30,Par Brook,1580.0,Horsham,-0.4513521493164177,51.02521649377478,RH14 9,RH14
SO5 7JX,449384,118346,Unsurveyed/Urban,30,Unknown,330.0,Eastleigh,-1.2981776325162477,50.96242843985667,SO5 7,SO5
BR6 9AU,546193,166288,Unsurveyed/Urban,60,Unknown,1850.0,Bromley,0.09913698997344174,51.376828489208116,BR6 9,BR6
SN12 8DZ,390034,164434,Unsurveyed/Urban,40,South Brook,800.0,Wiltshire,-2.1445807487529014,51.378867707728226,SN12 8,SN12
ME4 5HB,576621,166732,Unsurveyed/Urban,40,Tower Reach,2840.0,Medway,0.5361317111238093,51.37217476055649,ME4 5,ME4
SE16 9EF,533378,178838,Unsurveyed/Urban,10,Upper Pool,1400.0,Southwark,-0.08015233038892611,51.492761970704315,SE16 9,SE16
TW13 7BJ,511044,171881,Unsurveyed/Urban,20,River Ash,4440.0,Hounslow,-0.40389696350744525,51.435055535980894,TW13 7,TW13
RH15 0PZ,532237,119954,Unsurveyed/Urban,40,Holmbush Gill,1280.0,Mid Sussex,-0.11828827483454407,50.96384074356254,RH15 0,RH15
PO6 9EP,465600,105430,Unsurveyed/Urban,10,Unknown,2540.0,Portsmouth,-1.069617920104319,50.84468317074386,PO6 9,PO6
PL4 8LW,248100,54700,Unsurveyed/Urban,20,River Plym,1600.0,Plymouth,-4.137456942778947,50.37253666875118,PL4 8,PL4
PO11 9YY,471538,99412,Unsurveyed/Urban,0,The Deeps,3180.0,Havant,-0.986462538837594,50.789872065042374,PO11 9,PO11
PL31 2RR,205179,66718,Cambisols,70,Clerkenwater Leat,320.0,Cornwall,-4.746623169703365,50.467840679559366,PL31 2,PL31
SW11 6JY,528169,174600,Unsurveyed/Urban,30,River Thames,2580.0,Wandsworth,-0.15667853976905216,51.45587945616635,SW11 6,SW11
RG23 8DG,460688,152366,Unsurveyed/Urban,110,River Loddon,2830.0,Basingstoke and Deane,-1.1315203201711135,51.26722578738591,RG23 8,RG23
PL12 6SE,236327,64212,Cambisols,80,River Lynher,530.0,Cornwall,-4.307028067645337,50.45485081462658,PL12 6,PL12
DT2 8GZ,375607,94487,Luvisols,60,River Piddle,500.0,Dorset,-2.3471267056846354,50.74946683001543,DT2 8,DT2
KT17 3AL,521938,161174,Unsurveyed/Urban,60,Hogsmill River,1660.0,Epsom and Ewell,-0.25092236565068576,51.33658943822669,KT17 3,KT17
TW9 2HF,518622,175641,Unsurveyed/Urban,10,Unknown,1310.0,Richmond upon Thames,-0.2936697129406991,51.467314398244426,TW9 2,TW9
SW13 9BT,522490,177684,Unsurveyed/Urban,10,River Thames,530.0,Richmond upon Thames,-0.2373049133156982,51.48485215956807,SW13 9,SW13
