postcode,postcodeDistrict,postcodeSector,easting,northing,longitude,latitude,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,riskLabel,medianPrice,historicallyFlooded
GU30 7GX,GU30,GU30 7,483680,131351,-0.8069182954480343,51.075393357676184,Luvisols,100,River Wey,1430.0,East Hampshire,2,223400.0,0
GU30 7GY,GU30,GU30 7,483187,131875,-0.8138333894557832,51.08017579877146,Luvisols,110,River Wey,1090.0,East Hampshire,1,546400.0,0
GU30 7HB,GU30,GU30 7,483998,130969,-0.8024688141464452,51.07191272015725,Luvisols,110,River Wey,670.0,East Hampshire,1,392700.0,0
GU30 7HD,GU30,GU30 7,484267,130845,-0.7986591221066949,51.07075856083978,Luvisols,120,River Wey,940.0,East Hampshire,1,561300.0,0
GU30 7HH,GU30,GU30 7,484667,131080,-0.79289643826458,51.072812451350764,Luvisols,130,River Wey,1050.0,East Hampshire,1,717300.0,0
GU30 7HL,GU30,GU30 7,484227,130747,-0.7992526920515048,51.069883389622255,Luvisols,120,River Wey,910.0,East Hampshire,1,313000.0,0
GU30 7HP,GU30,GU30 7,484137,130647,-0.8005601450315397,51.068997556494345,Luvisols,120,River Wey,840.0,East Hampshire,1,606000.0,0
GU30 7HW,GU30,GU30 7,484177,130663,-0.7999856731541923,51.06913554198411,Luvisols,120,River Wey,870.0,East Hampshire,1,387100.0,0
GU30 7HX,GU30,GU30 7,484676,131338,-0.7927076620731403,51.0751305774151,Luvisols,120,River Wey,840.0,East Hampshire,2,843600.0,0
GU30 7HZ,GU30,GU30 7,484723,131350,-0.7920341325300051,51.07523153094969,Luvisols,120,River Wey,800.0,East Hampshire,1,559500.0,0
GU30 7JE,GU30,GU30 7,483466,130576,-0.8101509124681691,51.068457088941614,Luvisols,100,River Wey,330.0,East Hampshire,1,2291800.0,0
GU30 7JJ,GU30,GU30 7,482898,129057,-0.8186031366118522,51.05488313640481,Podsols,120,River Wey,930.0,Chichester,1,1326000.0,0
GU30 7JP,GU30,GU30 7,483536,127482,-0.8098652475161702,51.04063121035268,Planosols,60,River Wey,220.0,Chichester,1,530500.0,0
GU30 7JQ,GU30,GU30 7,481757,130086,-0.8346469021072487,51.06429749125191,Podsols,100,Holly Water,910.0,Chichester,1,623000.0,0
GU30 7JW,GU30,GU30 7,483216,128351,-0.8142290855059007,51.048490103708716,Podsols,100,River Wey,200.0,Chichester,1,522100.0,0
GU30 7JY,GU30,GU30 7,483255,125441,-0.8143405878803348,51.022322820561676,Podsols,60,Hammer Stream,940.0,Chichester,1,359100.0,0
GU30 7LD,GU30,GU30 7,484320,131370,-0.7977805713360058,51.07547061216051,Luvisols,110,River Wey,1100.0,East Hampshire,1,671900.0,0
GU30 7ND,GU30,GU30 7,484956,127113,-0.7897023754376085,51.03710590419737,Planosols,60,River Wey,190.0,Chichester,1,598800.0,0
GU30 7NF,GU30,GU30 7,486209,127474,-0.7717501946033042,51.04016496290134,Planosols,70,River Wey,1350.0,Chichester,1,1135900.0,0
GU30 7NH,GU30,GU30 7,483792,126886,-0.8063523170420855,51.03523580879055,Planosols,50,River Wey,780.0,Chichester,1,544200.0,0
GU30 7NJ,GU30,GU30 7,483811,131491,-0.8050164043914648,51.07663288822513,Luvisols,110,River Wey,1280.0,East Hampshire,1,424400.0,0
GU30 7NR,GU30,GU30 7,483859,131623,-0.8043008050547301,51.077812585657504,Luvisols,110,River Wey,1150.0,East Hampshire,1,531800.0,0
GU30 7NW,GU30,GU30 7,483703,126937,-0.8076095560685,51.035707263511085,Planosols,50,River Wey,720.0,Chichester,1,566200.0,0
GU30 7NX,GU30,GU30 7,483751,131843,-0.8057912231998489,51.079806173507215,Luvisols,100,River Wey,930.0,East Hampshire,1,526600.0,0
GU30 7NZ,GU30,GU30 7,483003,131869,-0.8164608751712144,51.080148469999,Podsols,90,River Wey,1210.0,East Hampshire,1,554300.0,0
GU30 7PE,GU30,GU30 7,482035,131279,-0.8304102651047679,51.074983260264474,Podsols,100,Holly Water,520.0,East Hampshire,2,1162900.0,0
GU30 7PN,GU30,GU30 7,483326,131992,-0.8118225975982165,51.08120750644019,Luvisols,100,River Wey,920.0,East Hampshire,2,601200.0,0
GU30 7PP,GU30,GU30 7,483242,132046,-0.8130090771602995,51.08170515337669,Luvisols,100,River Wey,920.0,East Hampshire,2,276900.0,0
GU30 7PR,GU30,GU30 7,483780,131990,-0.8053432984570945,51.081123498276725,Luvisols,100,River Wey,780.0,East Hampshire,1,296400.0,0
GU30 7PU,GU30,GU30 7,483341,132548,-0.8114804403991662,51.086203865855815,Podsols,100,River Wey,520.0,East Hampshire,2,1196600.0,0
GU30 7QF,GU30,GU30 7,484094,132142,-0.8008263927807311,51.08244412257542,Luvisols,100,River Wey,690.0,East Hampshire,1,472200.0,0
GU30 7QS,GU30,GU30 7,483413,131888,-0.8106048509192486,51.080259903370155,Luvisols,100,River Wey,970.0,East Hampshire,1,380300.0,0
GU30 7QT,GU30,GU30 7,483406,132059,-0.8106653447838154,51.08179823915051,Luvisols,100,River Wey,820.0,East Hampshire,1,304400.0,0
GU30 7QU,GU30,GU30 7,481868,134433,-0.8320796398120047,51.10336226287154,Podsols,80,River Wey,400.0,East Hampshire,1,558500.0,0
GU30 7RA,GU30,GU30 7,484231,133353,-0.7985890105088802,51.093311090196124,Luvisols,110,River Wey,720.0,East Hampshire,1,594500.0,0
GU30 7RE,GU30,GU30 7,483931,134382,-0.8026330095348633,51.10260584984675,Luvisols,120,River Wey,890.0,East Hampshire,1,603600.0,0
GU30 7RF,GU30,GU30 7,483511,133476,-0.8088395623814303,51.09452203651636,Luvisols,90,River Wey,770.0,East Hampshire,1,566100.0,0
GU30 7RG,GU30,GU30 7,483174,133688,-0.813602055059687,51.09647686181225,Luvisols,90,River Wey,160.0,East Hampshire,1,985300.0,0
GU30 7RJ,GU30,GU30 7,481998,133909,-0.8303421655293236,51.098632841209294,Podsols,90,River Wey,940.0,East Hampshire,1,622200.0,0
GU30 7RL,GU30,GU30 7,482006,133657,-0.8302851000257496,51.096366165623344,Podsols,90,Holly Water,480.0,East Hampshire,1,549200.0,0
GU30 7RR,GU30,GU30 7,481877,134409,-0.8319565607640617,51.10314521433288,Podsols,80,River Wey,420.0,East Hampshire,1,588900.0,0
GU30 7RW,GU30,GU30 7,481935,133742,-0.8312795327755652,51.0971404694684,Podsols,90,Holly Water,550.0,East Hampshire,1,560500.0,0
GU30 7SA,GU30,GU30 7,481819,133616,-0.8329642521290302,51.09602424278356,Podsols,90,Holly Water,420.0,East Hampshire,1,516400.0,0
GU30 7SB,GU30,GU30 7,481757,133691,-0.833832486107141,51.096707340507066,Podsols,90,Holly Water,500.0,East Hampshire,1,621700.0,0
GU30 7SD,GU30,GU30 7,481932,133686,-0.8313350558100454,51.0966374455237,Podsols,90,Holly Water,490.0,East Hampshire,1,573600.0,0
GU30 7SF,GU30,GU30 7,484100,132100,-0.8007505166461657,51.082065658429904,Luvisols,100,River Wey,730.0,East Hampshire,1,629100.0,0
GU30 7SN,GU30,GU30 7,484042,133234,-0.801314886403907,51.092268956987404,Luvisols,110,River Wey,520.0,East Hampshire,1,624700.0,0
GU30 7SP,GU30,GU30 7,483885,132983,-0.803614434326581,51.09003538821971,Luvisols,100,River Wey,220.0,East Hampshire,1,641700.0,0
GU30 7SY,GU30,GU30 7,485424,132440,-0.7817731120255692,51.08492693117857,Podsols,140,River Wey,520.0,East Hampshire,1,549500.0,0
GU30 7TH,GU30,GU30 7,484318,131156,-0.797858957538374,51.073547015562674,Luvisols,120,River Wey,1230.0,East Hampshire,1,585700.0,0
GU30 7TN,GU30,GU30 7,484069,131410,-0.8013532542991438,51.07586699576659,Luvisols,110,River Wey,1390.0,East Hampshire,2,615900.0,0
GU30 7TS,GU30,GU30 7,484392,131666,-0.7966840610110951,51.07812112163197,Luvisols,110,River Wey,910.0,East Hampshire,2,602000.0,0
GU30 7TW,GU30,GU30 7,484141,131360,-0.80033736960357,51.07540694975583,Luvisols,110,River Wey,1450.0,East Hampshire,2,535900.0,0
GU30 7TY,GU30,GU30 7,484522,131416,-0.7948871326951109,51.075854480506365,Luvisols,110,River Wey,910.0,East Hampshire,1,621600.0,0
GU30 7TZ,GU30,GU30 7,484531,131353,-0.7947734065275319,51.07528677845013,Luvisols,120,River Wey,940.0,East Hampshire,1,534000.0,0
GU30 7UJ,GU30,GU30 7,484365,131184,-0.7971817331408034,51.07379184127145,Luvisols,120,River Wey,1180.0,East Hampshire,1,352700.0,0
GU30 7US,GU30,GU30 7,482938,131943,-0.8173716174590203,51.080823131441704,Podsols,90,River Wey,1200.0,East Hampshire,1,522600.0,0
GU30 7UY,GU30,GU30 7,484110,131212,-0.8008141513492442,51.074080946076215,Luvisols,110,River Wey,1590.0,East Hampshire,1,549200.0,0
GU30 7WN,GU30,GU30 7,482877,131908,-0.818250258180081,51.08051727737162,Podsols,90,Holly Water,320.0,East Hampshire,2,601800.0,0
GU30 7WR,GU30,GU30 7,483051,132051,-0.8157340346792428,51.08177774777096,Podsols,100,River Wey,1050.0,East Hampshire,1,360000.0,0
GU30 7WT,GU30,GU30 7,482852,131870,-0.8186157692472965,51.080179255606765,Podsols,90,Holly Water,330.0,East Hampshire,1,351400.0,0
GU30 7XX,GU30,GU30 7,483945,130875,-0.8032469032746091,51.07107538904708,Luvisols,110,River Wey,620.0,East Hampshire,1,569700.0,0
GU30 7XZ,GU30,GU30 7,484900,131700,-0.7894261267918492,51.07835194439085,Luvisols,110,River Wey,440.0,East Hampshire,2,559900.0,0
GU30 7YP,GU30,GU30 7,483800,132400,-0.8049628918512625,51.08480654323695,Luvisols,100,River Wey,370.0,East Hampshire,1,614400.0,0
GU30 7YZ,GU30,GU30 7,483791,132011,-0.80518143762887,51.08131068726938,Luvisols,100,River Wey,760.0,East Hampshire,1,606800.0,0
GU30 7ZA,GU30,GU30 7,484167,131059,-0.8000363101918183,51.07269710730025,Luvisols,110,River Wey,860.0,East Hampshire,1,597600.0,0
GU31 4AA,GU31,GU31 4,474820,123145,-0.9350546217098058,51.00283823439551,Luvisols,60,Tilmore Brook,660.0,East Hampshire,2,484200.0,0
GU31 4AG,GU31,GU31 4,474921,123570,-0.9335278614443059,51.0066461453291,Luvisols,70,Tilmore Brook,690.0,East Hampshire,3,446600.0,0
GU31 4AH,GU31,GU31 4,474878,123664,-0.9341212606919475,51.007496858604426,Luvisols,70,Tilmore Brook,660.0,East Hampshire,5,439700.0,0
GU31 4AP,GU31,GU31 4,475137,123834,-0.9303952136344018,51.0089915480015,Luvisols,80,Tilmore Brook,690.0,East Hampshire,1,239100.0,0
GU31 4AQ,GU31,GU31 4,474913,123626,-0.9336303221096646,51.007150663031695,Luvisols,70,Tilmore Brook,690.0,East Hampshire,1,485200.0,0
GU31 4AR,GU31,GU31 4,475426,124032,-0.9262355719750599,51.010733927163535,Luvisols,70,Tilmore Brook,570.0,East Hampshire,1,431700.0,0
GU31 4AS,GU31,GU31 4,475332,123869,-0.9276090081025328,51.009280753076915,Luvisols,70,Tilmore Brook,530.0,East Hampshire,2,461000.0,0
GU31 4AT,GU31,GU31 4,475322,123986,-0.9277272688093599,51.0103339662787,Luvisols,80,Tilmore Brook,610.0,East Hampshire,2,1078100.0,0
GU31 4AU,GU31,GU31 4,474828,123323,-0.9349039897232718,51.004437535897026,Luvisols,60,Tilmore Brook,640.0,East Hampshire,1,505800.0,0
GU31 4AX,GU31,GU31 4,475026,123730,-0.9319985490943592,51.00807098674293,Luvisols,70,Tilmore Brook,770.0,East Hampshire,1,358100.0,0
GU31 4AZ,GU31,GU31 4,474979,123477,-0.9327205263917698,51.00580246775042,Luvisols,70,Tilmore Brook,750.0,East Hampshire,5,478300.0,0
GU31 4BB,GU31,GU31 4,475713,124067,-0.922138088146095,51.0110109466607,Luvisols,80,Tilmore Brook,480.0,East Hampshire,1,504700.0,0
GU31 4BD,GU31,GU31 4,475790,124187,-0.9210156843476962,51.01207969510217,Luvisols,70,River Rother,530.0,East Hampshire,1,447100.0,0
GU31 4BY,GU31,GU31 4,475855,123905,-0.9201481757395833,51.00953578321205,Luvisols,70,Tilmore Brook,320.0,East Hampshire,1,481100.0,0
GU31 4DD,GU31,GU31 4,475983,123867,-0.9183319737153125,51.00917726989862,Luvisols,60,Tilmore Brook,330.0,East Hampshire,2,443000.0,0
GU31 4DF,GU31,GU31 4,476025,123543,-0.9178012048107359,51.00625876762895,Luvisols,60,Tilmore Brook,240.0,East Hampshire,2,461000.0,0
GU31 4DL,GU31,GU31 4,476270,123823,-0.9142511643148129,51.008743754885174,Luvisols,50,Tilmore Brook,530.0,East Hampshire,1,720100.0,0
GU31 4DN,GU31,GU31 4,476166,123857,-0.9157261312723307,51.009063196076944,Luvisols,50,Tilmore Brook,460.0,East Hampshire,1,513100.0,0
GU31 4DZ,GU31,GU31 4,474998,123264,-0.9324937206295951,51.003884982563825,Luvisols,60,Tilmore Brook,860.0,East Hampshire,1,444600.0,0
GU31 4EA,GU31,GU31 4,475007,123262,-0.932365887944174,51.003865829643,Luvisols,60,Tilmore Brook,850.0,East Hampshire,1,482200.0,0
GU31 4EB,GU31,GU31 4,475051,123362,-0.9317182653559797,51.00475916647365,Luvisols,60,Tilmore Brook,770.0,East Hampshire,1,512800.0,0
GU31 4ED,GU31,GU31 4,475938,123315,-0.9190885994584987,51.004220378946606,Luvisols,60,Tilmore Brook,320.0,East Hampshire,1,508800.0,0
GU31 4EH,GU31,GU31 4,475121,123093,-0.930776369653136,51.00233155502278,Luvisols,60,Tilmore Brook,770.0,East Hampshire,1,1882300.0,0
GU31 4EP,GU31,GU31 4,476712,123440,-0.9080331207521156,51.005241666938105,Luvisols,50,River Rother,230.0,East Hampshire,1,474100.0,0
GU31 4EQ,GU31,GU31 4,475090,123170,-0.931202184707472,51.003027877162,Luvisols,60,Tilmore Brook,810.0,East Hampshire,1,456900.0,0
GU31 4ER,GU31,GU31 4,476282,123186,-0.9142138390070397,51.003015146337475,Luvisols,60,Tilmore Brook,640.0,East Hampshire,1,436300.0,0
GU31 4EU,GU31,GU31 4,476463,123222,-0.9116271759879723,51.003314816131834,Luvisols,60,Tilmore Brook,770.0,East Hampshire,1,319000.0,0
GU31 4EX,GU31,GU31 4,476760,123461,-0.9073446965044939,51.005424075993545,Luvisols,50,River Rother,180.0,East Hampshire,1,521500.0,0
GU31 4FF,GU31,GU31 4,475936,124412,-0.9188878771896711,51.01408335375277,Luvisols,60,River Rother,380.0,East Hampshire,1,697600.0,0
GU31 4FH,GU31,GU31 4,474872,123382,-0.9342648524746282,51.00496226940024,Luvisols,60,Tilmore Brook,670.0,East Hampshire,1,494700.0,0
GU31 4FL,GU31,GU31 4,474347,122359,-0.9419551985719578,50.99583276824537,Stagnosols,70,Tilmore Brook,300.0,East Hampshire,1,449700.0,0
GU31 4FN,GU31,GU31 4,474259,122398,-0.9432009773843973,50.996194751278786,Stagnosols,70,Tilmore Brook,360.0,East Hampshire,1,597300.0,0
GU31 4FQ,GU31,GU31 4,474378,122364,-0.9415125172113703,50.99587372195491,Stagnosols,70,Tilmore Brook,270.0,East Hampshire,1,501000.0,0
GU31 4FT,GU31,GU31 4,474703,122677,-0.9368179295327294,50.99864577427241,Stagnosols,60,Tilmore Brook,190.0,East Hampshire,1,434400.0,0
GU31 4FX,GU31,GU31 4,474954,123376,-0.9330976046340516,51.00489766330645,Luvisols,60,Tilmore Brook,750.0,East Hampshire,1,477300.0,0
GU31 4GS,GU31,GU31 4,475245,124168,-0.9287869425927652,51.01198032745331,Luvisols,70,Tilmore Brook,790.0,East Hampshire,1,508900.0,0
GU31 4HG,GU31,GU31 4,476230,122936,-0.9150072130196703,51.000774373505614,Luvisols,60,Tilmore Brook,570.0,East Hampshire,1,311600.0,0
GU31 4HR,GU31,GU31 4,475816,122928,-0.9209077482416866,51.00075706961011,Luvisols,60,Tilmore Brook,880.0,East Hampshire,1,499000.0,0
GU31 4HT,GU31,GU31 4,475743,122478,-0.9220416206500585,50.99672087930635,Luvisols,60,Tilmore Brook,830.0,East Hampshire,2,500900.0,0
GU31 4JB,GU31,GU31 4,474800,123200,-0.9353282889082712,51.00333531843874,Luvisols,60,Tilmore Brook,710.0,East Hampshire,2,449900.0,0
GU31 4JH,GU31,GU31 4,474859,123025,-0.9345236125039896,51.00175428750334,Luvisols,60,Tilmore Brook,570.0,East Hampshire,2,442900.0,0
GU31 4JS,GU31,GU31 4,474626,122802,-0.9378893647339119,50.999779587219095,Stagnosols,60,Tilmore Brook,280.0,East Hampshire,1,523100.0,0
GU31 4JT,GU31,GU31 4,474535,122765,-0.9391935402870516,50.99945870905887,Stagnosols,60,Tilmore Brook,250.0,East Hampshire,1,477100.0,0
GU31 4LE,GU31,GU31 4,475398,122401,-0.926972888590658,50.99607383802306,Luvisols,60,Tilmore Brook,810.0,East Hampshire,1,443100.0,0
GU31 4LJ,GU31,GU31 4,474399,122607,-0.9411636170123457,50.99805575273698,Stagnosols,70,Tilmore Brook,220.0,East Hampshire,2,611500.0,0
GU31 4LS,GU31,GU31 4,474227,122550,-0.9436258638588222,50.99756546179089,Stagnosols,70,Tilmore Brook,370.0,East Hampshire,2,438600.0,0
GU31 4LU,GU31,GU31 4,474317,122643,-0.9423245747844097,50.99838999854941,Stagnosols,70,Tilmore Brook,310.0,East Hampshire,2,503400.0,0
GU31 4LY,GU31,GU31 4,474429,122272,-0.9408047435774696,50.99503999298644,Stagnosols,70,Tilmore Brook,300.0,East Hampshire,1,467700.0,0
GU31 4NE,GU31,GU31 4,474657,122303,-0.9375501097719404,50.995289215837246,Stagnosols,60,Tilmore Brook,230.0,East Hampshire,1,518500.0,0
GU31 4NG,GU31,GU31 4,473809,122162,-0.9496601092941599,50.99413074446945,Stagnosols,70,Tilmore Brook,250.0,East Hampshire,6,467100.0,0
GU31 4NJ,GU31,GU31 4,473686,121765,-0.951492854480681,50.990577157913606,Luvisols,80,Tilmore Brook,1120.0,East Hampshire,1,469900.0,0
GU31 4NN,GU31,GU31 4,473575,121243,-0.9531796562425447,50.9858981630487,Luvisols,90,Tilmore Brook,980.0,East Hampshire,1,455000.0,0
GU31 4NP,GU31,GU31 4,473344,121204,-0.9564778995339391,50.98557695552251,Luvisols,90,Tilmore Brook,1200.0,East Hampshire,1,444700.0,0
GU31 4NQ,GU31,GU31 4,474575,122337,-0.9387113823888207,50.99560551574939,Stagnosols,60,Tilmore Brook,190.0,East Hampshire,1,455600.0,0
GU31 4NS,GU31,GU31 4,475873,123554,-0.9199649314447546,51.00637770304333,Luvisols,60,Tilmore Brook,100.0,East Hampshire,2,353600.0,0
GU31 4NY,GU31,GU31 4,475821,123556,-0.9207055241947562,51.00640253038911,Luvisols,60,Tilmore Brook,50.0,East Hampshire,2,279900.0,0
GU31 4NZ,GU31,GU31 4,475800,123500,-0.9210164567871066,51.00590181845686,Luvisols,60,Tilmore Brook,100.0,East Hampshire,2,470400.0,0
GU31 4PF,GU31,GU31 4,475495,123566,-0.9253490179414715,51.00653524947835,Luvisols,60,Tilmore Brook,290.0,East Hampshire,1,153100.0,0
GU31 4PW,GU31,GU31 4,475301,123265,-0.9281759248734531,51.00385445250692,Luvisols,60,Tilmore Brook,590.0,East Hampshire,1,772900.0,0
GU31 4PZ,GU31,GU31 4,475208,123462,-0.9294603662879424,51.00563775935859,Luvisols,60,Tilmore Brook,590.0,East Hampshire,1,441400.0,0
GU31 4QA,GU31,GU31 4,475110,123532,-0.930842402681667,51.00627989031759,Luvisols,70,Tilmore Brook,680.0,East Hampshire,1,457500.0,0
GU31 4QG,GU31,GU31 4,475331,124140,-0.9275670804589798,51.01171734844016,Luvisols,70,Tilmore Brook,710.0,East Hampshire,1,465800.0,0
GU31 4QN,GU31,GU31 4,475234,124085,-0.928960898955776,51.011235540672246,Luvisols,80,Tilmore Brook,740.0,East Hampshire,1,330800.0,0
GU31 4QQ,GU31,GU31 4,475273,124237,-0.9283735938777965,51.01259702341382,Luvisols,70,Tilmore Brook,820.0,East Hampshire,1,450500.0,0
GU31 4RA,GU31,GU31 4,476350,123029,-0.9132778701180087,51.001594612923874,Luvisols,60,Tilmore Brook,590.0,East Hampshire,1,503800.0,0
GU31 4RE,GU31,GU31 4,476380,122956,-0.9128657453695922,51.000934322031895,Luvisols,60,Tilmore Brook,520.0,East Hampshire,1,249800.0,0
GU31 4SB,GU31,GU31 4,476400,123100,-0.9125505153973962,51.00222631891036,Luvisols,60,Tilmore Brook,650.0,East Hampshire,2,436000.0,0
GU31 4SE,GU31,GU31 4,476600,123100,-0.909700741158515,51.002199764719364,Luvisols,60,River Rother,490.0,East Hampshire,1,484400.0,0
GU31 4SN,GU31,GU31 4,475129,124114,-0.9304513341612406,51.011509974280756,Luvisols,80,Tilmore Brook,840.0,East Hampshire,1,285200.0,0
GU31 4YL,GU31,GU31 4,475518,123220,-0.9250931439488747,51.00342147171561,Luvisols,60,Tilmore Brook,460.0,East Hampshire,2,452200.0,0
GU31 4YS,GU31,GU31 4,475201,123903,-0.9294688692881212,51.00960355166912,Luvisols,80,Tilmore Brook,660.0,East Hampshire,2,519700.0,0
GU31 5AD,GU31,GU31 5,476410,124836,-0.9120429985791111,51.01783267352103,Podsols,80,River Rother,1150.0,East Hampshire,2,776900.0,0
GU31 5AE,GU31,GU31 5,477229,125304,-0.9002697675452228,51.02193099577244,Podsols,100,River Rother,840.0,East Hampshire,2,851700.0,0
GU31 5AG,GU31,GU31 5,477531,125606,-0.8959003209323971,51.02460554877946,Podsols,110,River Rother,910.0,East Hampshire,2,825700.0,0
GU31 5AH,GU31,GU31 5,477850,125969,-0.8912749301024153,51.02782605632429,Podsols,110,River Rother,1160.0,East Hampshire,2,935000.0,0
GU31 5AY,GU31,GU31 5,478919,123567,-0.8765565380769285,51.006085358309576,Luvisols,50,River Rother,620.0,Chichester,2,894300.0,0
GU31 5BE,GU31,GU31 5,480300,124400,-0.8566934651207344,51.01338354130478,Luvisols,80,River Rother,1630.0,Chichester,2,782200.0,0
GU31 5BF,GU31,GU31 5,480536,123592,-0.8535090709408224,51.00608632805269,Luvisols,60,River Rother,1310.0,Chichester,2,826300.0,0
GU31 5BJ,GU31,GU31 5,480652,124736,-0.8516021587597369,51.0163551305797,Podsols,100,River Rother,2110.0,Chichester,2,864400.0,0
GU31 5BS,GU31,GU31 5,480000,123800,-0.861101182069972,51.0080310269931,Luvisols,70,River Rother,980.0,Chichester,2,892100.0,0
GU31 5BW,GU31,GU31 5,479440,123907,-0.8690580398252634,51.00907050913561,Luvisols,70,River Rother,820.0,Chichester,2,797700.0,0
GU31 5BZ,GU31,GU31 5,482298,124681,-0.8281544769394427,51.015627773397654,Podsols,100,Hammer Stream,1810.0,Chichester,1,911400.0,0
GU31 5DD,GU31,GU31 5,481739,124622,-0.8361349605253803,51.01517696077822,Podsols,100,River Rother,1730.0,Chichester,2,869200.0,0
GU31 5DF,GU31,GU31 5,481614,124532,-0.837936741430499,51.01438555723099,Podsols,90,River Rother,1830.0,Chichester,2,943000.0,0
GU31 5DJ,GU31,GU31 5,481324,124454,-0.8420873580829787,51.01372533359433,Podsols,80,River Rother,1800.0,Chichester,2,638500.0,0
GU31 5DL,GU31,GU31 5,480097,126466,-0.8591308913650895,51.03198601423244,Podsols,80,River Rother,410.0,Chichester,1,777500.0,0
GU31 5DP,GU31,GU31 5,481830,126394,-0.8344386224523594,51.031094918584294,Planosols,70,River Rother,100.0,Chichester,1,786700.0,0
GU31 5DQ,GU31,GU31 5,481502,124505,-0.8395390509968255,51.01415867903922,Podsols,80,River Rother,1820.0,Chichester,2,855800.0,0
GU31 5EG,GU31,GU31 5,482029,124276,-0.8320798739179172,51.012025064906496,Histosols,60,River Rother,1600.0,Chichester,2,784300.0,0
GU31 5EH,GU31,GU31 5,481800,122900,-0.8356531637407993,50.999686888007204,Luvisols,50,River Rother,210.0,Chichester,2,892200.0,0
GU31 5EJ,GU31,GU31 5,482577,123021,-0.8245552306464509,51.000663884714356,Luvisols,70,River Rother,910.0,Chichester,2,807500.0,0
GU31 5EP,GU31,GU31 5,483884,122264,-0.80610786896039,50.99366942781052,Podsols,50,River Rother,330.0,Chichester,1,932500.0,0
GU31 5EQ,GU31,GU31 5,482258,123455,-0.8290021295323526,51.00461133032804,Luvisols,50,River Rother,920.0,Chichester,2,891800.0,0
GU31 5ER,GU31,GU31 5,483815,122060,-0.8071378363282475,50.991845446616594,Podsols,50,River Rother,540.0,Chichester,1,644000.0,0
GU31 5HA,GU31,GU31 5,480425,121904,-0.8554641628081723,50.99092596783838,Stagnosols,50,River Rother,1530.0,Chichester,1,808500.0,0
GU31 5HY,GU31,GU31 5,480221,121753,-0.8584034736653722,50.98959683690786,Stagnosols,50,River Rother,1050.0,Chichester,1,398200.0,0
GU31 5JB,GU31,GU31 5,480201,121562,-0.8587304743679522,50.98788244051214,Stagnosols,50,River Rother,860.0,Chichester,1,305400.0,0
GU31 5JE,GU31,GU31 5,480114,121583,-0.859965098585572,50.98808333843128,Stagnosols,50,River Rother,870.0,Chichester,1,775400.0,0
GU31 5JL,GU31,GU31 5,480933,121895,-0.848229646251424,50.99077394518755,Stagnosols,60,River Rother,1130.0,Chichester,1,2038200.0,0
GU31 5JP,GU31,GU31 5,482949,121977,-0.8194931354366064,50.991224540407536,Luvisols,40,River Rother,90.0,Chichester,3,829900.0,0
GU31 5JX,GU31,GU31 5,483048,121950,-0.8180890400948554,50.99096754443001,Luvisols,40,River Rother,190.0,Chichester,3,794700.0,0
GU31 5LB,GU31,GU31 5,478629,119265,-0.8816186627190806,50.96744770403251,Cambisols,70,River Rother,860.0,Chichester,2,298100.0,0
GU31 5LF,GU31,GU31 5,478911,119490,-0.8775547799538618,50.96943207333758,Luvisols,70,River Rother,500.0,Chichester,2,828900.0,0
GU31 5LG,GU31,GU31 5,478741,119314,-0.8800134048765625,50.96787296502032,Luvisols,70,River Rother,750.0,Chichester,2,876100.0,0
GU31 5LS,GU31,GU31 5,479394,119574,-0.8706592001293538,50.97012100044638,Luvisols,70,River Rother,1340.0,Chichester,2,888400.0,0
GU31 5LW,GU31,GU31 5,478976,119180,-0.8766964803183714,50.96663610493847,Cambisols,80,River Rother,730.0,Chichester,1,864600.0,0
GU31 5NB,GU31,GU31 5,480097,119862,-0.8605859690223169,50.97261307241287,Luvisols,90,River Rother,850.0,Chichester,2,826400.0,0
GU31 5NR,GU31,GU31 5,478922,120143,-0.8772566329028214,50.97530139890952,Luvisols,80,River Rother,1320.0,Chichester,1,903900.0,0
GU31 5NY,GU31,GU31 5,478633,121238,-0.8811355832095624,50.985185530339066,Luvisols,90,River Rother,760.0,Chichester,2,830300.0,0
GU31 5NZ,GU31,GU31 5,478074,121395,-0.8890640390465491,50.9866730233036,Luvisols,90,River Rother,1060.0,Chichester,1,814000.0,0
GU31 5PA,GU31,GU31 5,477744,121240,-0.8937976837673428,50.98532408121365,Luvisols,80,River Rother,660.0,Chichester,2,940700.0,0
GU31 5PB,GU31,GU31 5,477759,121027,-0.8936295419866258,50.983407064008205,Luvisols,80,River Rother,780.0,Chichester,2,856700.0,0
GU31 5PE,GU31,GU31 5,477419,122626,-0.8981318886113141,50.99782876891478,Luvisols,50,River Rother,860.0,Chichester,2,837600.0,0
GU31 5PF,GU31,GU31 5,478446,122466,-0.8835343134363687,50.996251392881916,Luvisols,50,River Rother,350.0,Chichester,2,810200.0,0
GU31 5PG,GU31,GU31 5,478034,121444,-0.8896232908427337,50.987118976985315,Luvisols,70,River Rother,1080.0,Chichester,1,905600.0,0
GU31 5PU,GU31,GU31 5,478635,119559,-0.8814697620074607,50.970090113899836,Luvisols,70,River Rother,690.0,Chichester,1,840300.0,0
