postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,riskLabel,medianPrice,historicallyFlooded
RG21 3NZ,462868,150539,Unsurveyed/Urban,100,River Loddon,1810.0,Basingstoke and Deane,1,225100.0,0
RG21 3PB,463075,150532,Unsurveyed/Urban,100,River Loddon,1760.0,Basingstoke and Deane,1,712900.0,0
RG21 3PD,463002,150523,Unsurveyed/Urban,100,River Loddon,1780.0,Basingstoke and Deane,1,398800.0,0
RG21 3PE,463009,150453,Unsurveyed/Urban,100,River Loddon,1850.0,Basingstoke and Deane,1,733000.0,0
RG21 3PH,463488,150533,Unsurveyed/Urban,110,River Loddon,1700.0,Basingstoke and Deane,1,358700.0,0
RG21 3PT,463987,151493,Unsurveyed/Urban,100,River Loddon,880.0,Basingstoke and Deane,1,733400.0,0
RG21 3PU,463815,151468,Unsurveyed/Urban,100,River Loddon,820.0,Basingstoke and Deane,1,656000.0,0
RG21 3PY,463900,151500,Unsurveyed/Urban,100,River Loddon,830.0,Basingstoke and Deane,1,695000.0,0
RG21 3QP,464900,151500,Leptosols,90,River Loddon,1570.0,Basingstoke and Deane,1,610100.0,0
RG21 3QT,464962,151474,Leptosols,90,River Loddon,1640.0,Basingstoke and Deane,1,302700.0,0
RG21 3QY,464934,151280,Arenosols,90,River Loddon,1710.0,Basingstoke and Deane,1,636000.0,0
RG21 3QZ,463700,151000,Unsurveyed/Urban,110,River Loddon,1250.0,Basingstoke and Deane,1,735300.0,0
RG21 3WB,463973,151714,Unsurveyed/Urban,100,River Loddon,690.0,Basingstoke and Deane,1,702600.0,0
RG21 3ZQ,462324,153509,Unsurveyed/Urban,110,River Loddon,1740.0,Basingstoke and Deane,1,627300.0,0
RG21 4AB,464088,151949,Unsurveyed/Urban,90,River Loddon,640.0,Basingstoke and Deane,1,260400.0,0
RG21 4AE,464183,151874,Unsurveyed/Urban,90,River Loddon,760.0,Basingstoke and Deane,1,228000.0,0
RG21 4AL,464363,151819,Unsurveyed/Urban,90,River Loddon,950.0,Basingstoke and Deane,1,262400.0,0
RG21 4BG,464322,151985,Unsurveyed/Urban,90,River Loddon,850.0,Basingstoke and Deane,1,253900.0,0
RG21 4BJ,464421,152044,Unsurveyed/Urban,90,River Loddon,930.0,Basingstoke and Deane,1,241800.0,0
RG21 4BL,464400,152000,Unsurveyed/Urban,90,River Loddon,920.0,Basingstoke and Deane,1,229100.0,0
RG21 4DB,464778,152117,Unsurveyed/Urban,90,River Loddon,1270.0,Basingstoke and Deane,1,181000.0,0
RG21 4DD,464711,152125,Unsurveyed/Urban,90,River Loddon,1210.0,Basingstoke and Deane,1,238200.0,0
RG21 4DE,464641,152087,Unsurveyed/Urban,90,River Loddon,1140.0,Basingstoke and Deane,2,218600.0,0
RG21 4DF,464580,152115,Unsurveyed/Urban,90,River Loddon,1080.0,Basingstoke and Deane,1,227800.0,0
RG21 4DJ,464652,152128,Unsurveyed/Urban,90,River Loddon,1150.0,Basingstoke and Deane,1,221300.0,0
RG21 4DN,464810,152154,Unsurveyed/Urban,90,River Loddon,1300.0,Basingstoke and Deane,1,258500.0,0
RG21 4DR,464661,152205,Unsurveyed/Urban,80,River Loddon,1150.0,Basingstoke and Deane,1,237600.0,0
RG21 4DS,464601,152200,Unsurveyed/Urban,80,River Loddon,1090.0,Basingstoke and Deane,1,231700.0,0
RG21 4DW,464818,152230,Unsurveyed/Urban,80,River Loddon,1310.0,Basingstoke and Deane,1,209000.0,0
RG21 4EB,464391,152576,Unsurveyed/Urban,90,River Loddon,950.0,Basingstoke and Deane,1,220300.0,0
RG21 4EF,464600,152100,Unsurveyed/Urban,90,River Loddon,1100.0,Basingstoke and Deane,1,229200.0,0
RG21 4EU,464173,152424,Unsurveyed/Urban,80,River Loddon,690.0,Basingstoke and Deane,1,223200.0,0
RG21 4EX,464478,152542,Unsurveyed/Urban,90,River Loddon,1020.0,Basingstoke and Deane,2,241700.0,0
RG21 4FG,462900,152600,Unsurveyed/Urban,100,River Loddon,710.0,Basingstoke and Deane,1,242000.0,0
RG21 4FP,464285,151910,Unsurveyed/Urban,90,River Loddon,840.0,Basingstoke and Deane,1,246600.0,0
RG21 4FR,464660,153048,Unsurveyed/Urban,100,River Loddon,740.0,Basingstoke and Deane,1,185400.0,0
RG21 4HU,464466,153031,Unsurveyed/Urban,100,River Loddon,880.0,Basingstoke and Deane,1,231200.0,0
RG21 4HX,464588,153002,Unsurveyed/Urban,100,River Loddon,760.0,Basingstoke and Deane,1,251000.0,0
RG21 4HZ,464640,153139,Unsurveyed/Urban,100,River Loddon,820.0,Basingstoke and Deane,1,237300.0,0
RG21 4JG,464434,152536,Unsurveyed/Urban,90,River Loddon,970.0,Basingstoke and Deane,1,262000.0,0
RG21 4JJ,464720,153252,Unsurveyed/Urban,100,River Loddon,870.0,Basingstoke and Deane,1,245600.0,0
RG21 4JN,464640,153301,Unsurveyed/Urban,100,River Loddon,950.0,Basingstoke and Deane,1,228700.0,0
RG21 4NA,464050,151829,Unsurveyed/Urban,90,River Loddon,670.0,Basingstoke and Deane,1,251300.0,0
RG21 4PH,465012,152317,Unsurveyed/Urban,80,River Loddon,260.0,Basingstoke and Deane,1,260900.0,0
RG21 4PN,464919,152237,Unsurveyed/Urban,80,River Loddon,380.0,Basingstoke and Deane,1,223000.0,0
RG21 4PQ,465029,152241,Unsurveyed/Urban,80,River Loddon,310.0,Basingstoke and Deane,1,221500.0,0
RG21 4PR,464952,152163,Unsurveyed/Urban,90,River Loddon,420.0,Basingstoke and Deane,2,258300.0,0
RG21 4PX,464776,152278,Unsurveyed/Urban,80,River Loddon,1270.0,Basingstoke and Deane,1,262600.0,0
RG21 4QD,464381,152233,Leptosols,80,River Loddon,870.0,Basingstoke and Deane,1,264600.0,0
RG21 4RN,464565,153266,Unsurveyed/Urban,100,River Loddon,970.0,Basingstoke and Deane,1,242700.0,0
RG21 4UR,464000,152500,Unsurveyed/Urban,90,River Loddon,560.0,Basingstoke and Deane,1,265100.0,0
RG21 4UT,464489,153285,Unsurveyed/Urban,100,River Loddon,1030.0,Basingstoke and Deane,1,249200.0,0
RG21 4YH,464527,152456,Unsurveyed/Urban,90,River Loddon,1040.0,Basingstoke and Deane,1,256300.0,0
RG21 4YY,464232,152559,Unsurveyed/Urban,90,River Loddon,790.0,Basingstoke and Deane,1,260300.0,0
RG21 5AE,463311,153046,Unsurveyed/Urban,110,River Loddon,840.0,Basingstoke and Deane,1,263700.0,0
RG21 5GZ,463978,153038,Unsurveyed/Urban,110,River Loddon,930.0,Basingstoke and Deane,1,276500.0,0
RG21 5HL,464194,152964,Unsurveyed/Urban,100,River Loddon,1000.0,Basingstoke and Deane,1,281400.0,0
RG21 5HR,464083,152890,Unsurveyed/Urban,100,River Loddon,870.0,Basingstoke and Deane,1,291600.0,0
RG21 5JR,464441,153213,Unsurveyed/Urban,100,River Loddon,1010.0,Basingstoke and Deane,1,266400.0,0
RG21 5JY,464491,153358,Unsurveyed/Urban,100,River Loddon,1090.0,Basingstoke and Deane,1,284300.0,0
RG21 5LA,464244,153206,Unsurveyed/Urban,110,River Loddon,1160.0,Basingstoke and Deane,1,256000.0,0
RG21 5LE,464320,153346,Unsurveyed/Urban,100,River Loddon,1190.0,Basingstoke and Deane,1,220700.0,0
RG21 5LG,464270,153410,Unsurveyed/Urban,100,River Loddon,1270.0,Basingstoke and Deane,1,295900.0,0
RG21 5LN,464232,153077,Unsurveyed/Urban,110,River Loddon,1100.0,Basingstoke and Deane,1,253600.0,0
RG21 5LR,464307,153144,Unsurveyed/Urban,110,River Loddon,1070.0,Basingstoke and Deane,1,297600.0,0
RG21 5LS,464352,153078,Unsurveyed/Urban,100,River Loddon,1000.0,Basingstoke and Deane,1,196700.0,0
RG21 5LT,464414,153053,Unsurveyed/Urban,100,River Loddon,930.0,Basingstoke and Deane,1,248000.0,0
RG21 5NE,463730,152544,Unsurveyed/Urban,90,River Loddon,380.0,Basingstoke and Deane,1,253400.0,0
RG21 5NN,463684,152845,Unsurveyed/Urban,100,River Loddon,640.0,Basingstoke and Deane,1,294700.0,0
RG21 5NQ,463714,152722,Unsurveyed/Urban,100,River Loddon,530.0,Basingstoke and Deane,1,266300.0,0
RG21 5NR,463502,152883,Unsurveyed/Urban,110,River Loddon,650.0,Basingstoke and Deane,1,272800.0,0
RG21 5NS,463422,152866,Unsurveyed/Urban,110,River Loddon,640.0,Basingstoke and Deane,1,133600.0,0
RG21 5NY,463426,153017,Unsurveyed/Urban,110,River Loddon,790.0,Basingstoke and Deane,1,468400.0,0
RG21 5NZ,463614,152734,Unsurveyed/Urban,100,River Loddon,510.0,Basingstoke and Deane,1,161200.0,0
RG21 5PA,463415,152928,Unsurveyed/Urban,110,River Loddon,700.0,Basingstoke and Deane,1,218200.0,0
RG21 5PD,463611,153158,Unsurveyed/Urban,110,River Loddon,930.0,Basingstoke and Deane,1,269400.0,0
RG21 5PG,464095,152989,Unsurveyed/Urban,110,River Loddon,960.0,Basingstoke and Deane,1,363200.0,0
RG21 5PH,464247,152992,Unsurveyed/Urban,100,River Loddon,1040.0,Basingstoke and Deane,1,250800.0,0
RG21 5PJ,464304,153041,Unsurveyed/Urban,100,River Loddon,1020.0,Basingstoke and Deane,1,278000.0,0
RG21 5PQ,464302,152995,Unsurveyed/Urban,100,River Loddon,1000.0,Basingstoke and Deane,1,282500.0,0
RG21 5PT,463732,152847,Unsurveyed/Urban,100,River Loddon,650.0,Basingstoke and Deane,1,202300.0,0
RG21 5PU,463718,152760,Unsurveyed/Urban,100,River Loddon,570.0,Basingstoke and Deane,2,279200.0,0
RG21 5QE,464220,153459,Unsurveyed/Urban,100,River Loddon,1340.0,Basingstoke and Deane,1,282500.0,0
RG21 5QF,464221,153375,Unsurveyed/Urban,100,River Loddon,1290.0,Basingstoke and Deane,1,289300.0,0
RG21 5QR,463956,153388,Unsurveyed/Urban,100,River Loddon,1240.0,Basingstoke and Deane,1,292100.0,0
RG21 5QS,464009,153338,Unsurveyed/Urban,100,River Loddon,1210.0,Basingstoke and Deane,1,295000.0,0
RG21 5QU,464067,153479,Unsurveyed/Urban,100,River Loddon,1470.0,Basingstoke and Deane,2,293800.0,0
RG21 5RA,464079,153598,Unsurveyed/Urban,100,River Loddon,1540.0,Basingstoke and Deane,1,292800.0,0
RG21 5RJ,464214,153627,Unsurveyed/Urban,100,River Loddon,1470.0,Basingstoke and Deane,1,269000.0,0
RG21 5RN,464190,153593,Unsurveyed/Urban,100,River Loddon,1460.0,Basingstoke and Deane,1,291600.0,0
RG21 5RS,463145,153534,Unsurveyed/Urban,110,River Loddon,1350.0,Basingstoke and Deane,1,293300.0,0
RG21 5RT,463378,153594,Unsurveyed/Urban,110,River Loddon,1370.0,Basingstoke and Deane,1,187300.0,0
RG21 5RU,463673,153662,Unsurveyed/Urban,100,River Loddon,1440.0,Basingstoke and Deane,1,298500.0,0
RG21 5RX,463808,153647,Unsurveyed/Urban,100,River Loddon,1450.0,Basingstoke and Deane,1,278400.0,0
RG21 5RY,463771,153585,Unsurveyed/Urban,100,River Loddon,1380.0,Basingstoke and Deane,1,288400.0,0
RG21 5SA,463665,153604,Unsurveyed/Urban,100,River Loddon,1380.0,Basingstoke and Deane,1,287700.0,0
RG21 5SD,463202,153523,Unsurveyed/Urban,110,River Loddon,1330.0,Basingstoke and Deane,1,299400.0,0
RG21 5SG,463626,153530,Unsurveyed/Urban,100,River Loddon,1300.0,Basingstoke and Deane,1,250400.0,0
RG21 5SH,463614,153490,Unsurveyed/Urban,100,River Loddon,1260.0,Basingstoke and Deane,1,248700.0,0
RG21 5SU,463667,153234,Unsurveyed/Urban,110,River Loddon,1010.0,Basingstoke and Deane,1,274700.0,0
RG21 5TF,463364,152907,Unsurveyed/Urban,110,River Loddon,690.0,Basingstoke and Deane,1,263800.0,0
RG21 5TG,463314,152973,Unsurveyed/Urban,110,River Loddon,770.0,Basingstoke and Deane,1,288500.0,0
RG21 5TJ,463341,152872,Unsurveyed/Urban,110,River Loddon,660.0,Basingstoke and Deane,1,268600.0,0
RG21 5TN,463047,153029,Unsurveyed/Urban,110,River Loddon,920.0,Basingstoke and Deane,1,338700.0,0
RG21 5TP,463203,153046,Unsurveyed/Urban,110,River Loddon,870.0,Basingstoke and Deane,1,293200.0,0
RG21 5TQ,463294,152943,Unsurveyed/Urban,110,River Loddon,740.0,Basingstoke and Deane,1,361700.0,0
RG21 5TS,463008,153207,Unsurveyed/Urban,110,River Loddon,1100.0,Basingstoke and Deane,1,299400.0,0
RG21 5TT,462950,153226,Unsurveyed/Urban,110,River Loddon,1140.0,Basingstoke and Deane,1,269100.0,0
RG21 5UA,463162,152999,Unsurveyed/Urban,110,River Loddon,840.0,Basingstoke and Deane,2,277000.0,0
RG21 5UD,463029,152885,Unsurveyed/Urban,110,River Loddon,810.0,Basingstoke and Deane,1,288600.0,0
RG21 5UF,463103,152886,Unsurveyed/Urban,110,River Loddon,770.0,Basingstoke and Deane,1,284600.0,0
RG21 5UG,462818,152968,Unsurveyed/Urban,110,River Loddon,1010.0,Basingstoke and Deane,1,292500.0,0
RG21 5UH,463467,152560,Unsurveyed/Urban,100,River Loddon,330.0,Basingstoke and Deane,1,281600.0,0
RG21 6AF,462923,152405,Unsurveyed/Urban,90,River Loddon,610.0,Basingstoke and Deane,3,300700.0,0
RG21 6AX,463051,152642,Unsurveyed/Urban,100,River Loddon,620.0,Basingstoke and Deane,1,399400.0,0
RG21 6AY,463147,152712,Unsurveyed/Urban,110,River Loddon,600.0,Basingstoke and Deane,1,293700.0,0
RG21 6BE,463120,152571,Unsurveyed/Urban,90,River Loddon,520.0,Basingstoke and Deane,1,310200.0,0
RG21 6FT,462888,152886,Unsurveyed/Urban,110,River Loddon,900.0,Basingstoke and Deane,1,290100.0,0
RG21 6TA,463700,152500,Unsurveyed/Urban,90,River Loddon,330.0,Basingstoke and Deane,1,336700.0,0
RG21 6UG,463235,152714,Unsurveyed/Urban,100,River Loddon,560.0,Basingstoke and Deane,1,316400.0,0
RG21 6UJ,462600,153000,Unsurveyed/Urban,110,River Loddon,1190.0,Basingstoke and Deane,1,295600.0,0
RG21 6UL,462472,153119,Unsurveyed/Urban,110,River Loddon,1370.0,Basingstoke and Deane,1,329100.0,0
RG21 6UZ,462400,153100,Unsurveyed/Urban,110,River Loddon,1410.0,Basingstoke and Deane,1,348100.0,0
RG21 6XA,463168,152751,Unsurveyed/Urban,110,River Loddon,620.0,Basingstoke and Deane,1,319100.0,0
RG21 6XJ,462911,152692,Unsurveyed/Urban,110,River Loddon,760.0,Basingstoke and Deane,1,294500.0,0
RG21 6XZ,462318,152941,Unsurveyed/Urban,110,River Loddon,1390.0,Basingstoke and Deane,1,335700.0,0
RG21 6YP,462457,152713,Unsurveyed/Urban,100,River Loddon,1160.0,Basingstoke and Deane,1,341200.0,0
RG21 6YS,462193,153305,Unsurveyed/Urban,110,River Loddon,1700.0,Basingstoke and Deane,1,320300.0,0
RG21 6YU,462240,153070,Unsurveyed/Urban,110,River Loddon,1520.0,Basingstoke and Deane,1,346300.0,0
RG21 6YZ,462166,153122,Unsurveyed/Urban,110,River Loddon,1610.0,Basingstoke and Deane,1,311000.0,0
RG21 7AH,463844,152398,Unsurveyed/Urban,80,River Loddon,370.0,Basingstoke and Deane,2,291800.0,0
RG21 7AP,463838,152403,Unsurveyed/Urban,80,River Loddon,370.0,Basingstoke and Deane,1,246500.0,0
RG21 7AS,463848,151960,Unsurveyed/Urban,90,River Loddon,430.0,Basingstoke and Deane,1,265500.0,0
RG21 7AT,463876,151898,Unsurveyed/Urban,90,River Loddon,500.0,Basingstoke and Deane,1,116600.0,0
RG21 7BD,463903,152220,Unsurveyed/Urban,80,River Loddon,390.0,Basingstoke and Deane,1,286800.0,0
RG21 7BF,463861,152189,Unsurveyed/Urban,80,River Loddon,350.0,Basingstoke and Deane,1,266200.0,0
RG21 7BH,463500,152100,Unsurveyed/Urban,90,River Loddon,130.0,Basingstoke and Deane,1,273200.0,0
RG21 7BP,463679,151985,Unsurveyed/Urban,80,River Loddon,300.0,Basingstoke and Deane,1,255200.0,0
RG21 7BX,463988,152119,Unsurveyed/Urban,80,River Loddon,490.0,Basingstoke and Deane,2,265900.0,0
RG21 7DA,463649,151982,Unsurveyed/Urban,90,River Loddon,290.0,Basingstoke and Deane,1,271900.0,0
RG21 7DB,463700,152000,Unsurveyed/Urban,80,River Loddon,300.0,Basingstoke and Deane,1,281200.0,0
RG21 7DD,463711,152000,Unsurveyed/Urban,80,River Loddon,310.0,Basingstoke and Deane,1,246000.0,0
RG21 7DF,463696,151945,Unsurveyed/Urban,90,River Loddon,340.0,Basingstoke and Deane,1,270200.0,0
RG21 7DW,463752,152431,Unsurveyed/Urban,90,River Loddon,310.0,Basingstoke and Deane,1,284800.0,0
RG21 7DX,463650,151971,Unsurveyed/Urban,90,River Loddon,300.0,Basingstoke and Deane,1,261100.0,0
RG21 7EF,463639,151843,Unsurveyed/Urban,90,River Loddon,410.0,Basingstoke and Deane,1,268100.0,0
RG21 7EP,463800,152000,Unsurveyed/Urban,80,River Loddon,370.0,Basingstoke and Deane,1,243100.0,0
RG21 7ER,463756,151856,Unsurveyed/Urban,90,River Loddon,450.0,Basingstoke and Deane,1,247000.0,0
RG21 7FB,463745,152338,Unsurveyed/Urban,80,River Loddon,260.0,Basingstoke and Deane,1,254200.0,0
RG21 7GP,463966,152290,Unsurveyed/Urban,80,River Loddon,460.0,Basingstoke and Deane,1,273100.0,0
RG21 7HE,463871,152320,Unsurveyed/Urban,80,River Loddon,370.0,Basingstoke and Deane,1,282200.0,0
RG21 7HF,463821,152171,Unsurveyed/Urban,80,River Loddon,320.0,Basingstoke and Deane,1,293500.0,0
RG21 7HG,463842,152285,Unsurveyed/Urban,80,River Loddon,340.0,Basingstoke and Deane,1,267400.0,0
RG21 7HJ,463800,152200,Unsurveyed/Urban,80,River Loddon,290.0,Basingstoke and Deane,1,288400.0,0
RG21 7JD,464063,152543,Unsurveyed/Urban,90,River Loddon,630.0,Basingstoke and Deane,1,267900.0,0
RG21 7JE,463865,152515,Unsurveyed/Urban,90,River Loddon,450.0,Basingstoke and Deane,1,259800.0,0
RG21 7JR,463810,152031,Unsurveyed/Urban,80,River Loddon,360.0,Basingstoke and Deane,1,265600.0,0
RG21 7JT,463825,152098,Unsurveyed/Urban,80,River Loddon,340.0,Basingstoke and Deane,1,291100.0,0
RG21 7LB,463830,152220,Unsurveyed/Urban,80,River Loddon,320.0,Basingstoke and Deane,1,260600.0,0
RG21 7LJ,463753,152151,Unsurveyed/Urban,80,River Loddon,260.0,Basingstoke and Deane,1,275900.0,0
RG21 7LL,463780,152117,Unsurveyed/Urban,80,River Loddon,290.0,Basingstoke and Deane,1,275000.0,0
RG21 7LW,463706,152359,Unsurveyed/Urban,80,River Loddon,230.0,Basingstoke and Deane,1,266300.0,0
RG21 7LX,463928,151898,Unsurveyed/Urban,90,River Loddon,530.0,Basingstoke and Deane,2,284700.0,0
RG21 7LZ,463778,151860,Unsurveyed/Urban,90,River Loddon,460.0,Basingstoke and Deane,1,269800.0,0
RG21 7NA,464120,151833,Unsurveyed/Urban,90,River Loddon,730.0,Basingstoke and Deane,2,253300.0,0
RG21 7NE,463830,151961,Unsurveyed/Urban,90,River Loddon,420.0,Basingstoke and Deane,1,274600.0,0
RG21 7NF,463875,152031,Unsurveyed/Urban,80,River Loddon,420.0,Basingstoke and Deane,1,282700.0,0
RG21 7NH,463859,152039,Unsurveyed/Urban,80,River Loddon,400.0,Basingstoke and Deane,1,284500.0,0
RG21 7NP,463868,151759,Unsurveyed/Urban,100,River Loddon,590.0,Basingstoke and Deane,1,260800.0,0
RG21 7NS,463841,151850,Unsurveyed/Urban,90,River Loddon,510.0,Basingstoke and Deane,1,264400.0,0
RG21 7NU,463859,151885,Unsurveyed/Urban,90,River Loddon,490.0,Basingstoke and Deane,1,138500.0,0
RG21 7PG,463964,151843,Unsurveyed/Urban,90,River Loddon,600.0,Basingstoke and Deane,1,262100.0,0
RG21 7PJ,463965,151764,Unsurveyed/Urban,100,River Loddon,650.0,Basingstoke and Deane,1,251700.0,0
RG21 7PL,463526,152367,Unsurveyed/Urban,80,River Loddon,140.0,Basingstoke and Deane,3,289500.0,0
RG21 7PX,464032,152085,Unsurveyed/Urban,80,River Loddon,540.0,Basingstoke and Deane,1,282300.0,0
RG21 7PZ,464037,152116,Unsurveyed/Urban,80,River Loddon,540.0,Basingstoke and Deane,1,268300.0,0
RG21 7QB,464075,152147,Unsurveyed/Urban,80,River Loddon,570.0,Basingstoke and Deane,1,244300.0,0
RG21 7QP,463585,152156,Unsurveyed/Urban,80,River Loddon,110.0,Basingstoke and Deane,2,246000.0,0
RG21 7QQ,463739,151993,Unsurveyed/Urban,80,River Loddon,330.0,Basingstoke and Deane,1,256000.0,0
RG21 7QR,463612,152375,Unsurveyed/Urban,80,River Loddon,170.0,Basingstoke and Deane,1,252900.0,0
RG21 7QY,463854,152510,Unsurveyed/Urban,90,River Loddon,440.0,Basingstoke and Deane,1,258700.0,0
RG21 7RB,462760,152240,Unsurveyed/Urban,90,River Loddon,750.0,Basingstoke and Deane,6,280200.0,0
RG21 7RF,462993,152069,Unsurveyed/Urban,90,River Loddon,540.0,Basingstoke and Deane,3,277300.0,0
RG21 7RQ,462909,152116,Unsurveyed/Urban,90,River Loddon,610.0,Basingstoke and Deane,3,357400.0,0
RG21 7SA,462846,152062,Unsurveyed/Urban,90,River Loddon,690.0,Basingstoke and Deane,3,341300.0,0
RG21 7SE,463951,152416,Unsurveyed/Urban,80,River Loddon,480.0,Basingstoke and Deane,1,243700.0,0
RG21 7SH,463428,152010,Unsurveyed/Urban,90,River Loddon,240.0,Basingstoke and Deane,1,258700.0,0
RG21 7SZ,463880,152403,Unsurveyed/Urban,80,River Loddon,410.0,Basingstoke and Deane,1,253000.0,0
RG21 7TA,463310,152121,Unsurveyed/Urban,80,River Loddon,230.0,Basingstoke and Deane,1,275900.0,0
RG21 7TE,463293,152176,Unsurveyed/Urban,80,River Loddon,230.0,Basingstoke and Deane,2,260000.0,0
RG21 7TQ,463194,152095,Unsurveyed/Urban,90,River Loddon,350.0,Basingstoke and Deane,1,316600.0,0
RG21 7TY,463838,152449,Unsurveyed/Urban,90,River Loddon,390.0,Basingstoke and Deane,1,259900.0,0
RG21 7UA,463375,152452,Unsurveyed/Urban,90,River Loddon,260.0,Basingstoke and Deane,1,286800.0,0
RG21 7UD,462877,151961,Unsurveyed/Urban,90,River Loddon,690.0,Basingstoke and Deane,1,185000.0,0
RG21 7UE,463326,152406,Unsurveyed/Urban,90,River Loddon,250.0,Basingstoke and Deane,1,142500.0,0
RG21 7UF,463294,152454,Unsurveyed/Urban,90,River Loddon,310.0,Basingstoke and Deane,1,172900.0,0
RG21 7UN,463227,152428,Unsurveyed/Urban,90,River Loddon,340.0,Basingstoke and Deane,1,163000.0,0
RG21 7WJ,463100,151700,Unsurveyed/Urban,90,River Loddon,670.0,Basingstoke and Deane,1,250700.0,0
RG21 8AB,463478,151702,Unsurveyed/Urban,90,River Loddon,530.0,Basingstoke and Deane,1,650100.0,0
RG21 8AD,463407,151874,Unsurveyed/Urban,90,River Loddon,370.0,Basingstoke and Deane,1,631400.0,0
RG21 8AU,462752,151634,Unsurveyed/Urban,100,River Loddon,970.0,Basingstoke and Deane,1,274500.0,0
RG21 8AX,462833,151699,Unsurveyed/Urban,100,River Loddon,860.0,Basingstoke and Deane,1,280700.0,0
RG21 8BJ,462602,151905,Unsurveyed/Urban,90,River Loddon,970.0,Basingstoke and Deane,1,10640500.0,0
RG21 8EX,463500,151800,Unsurveyed/Urban,90,River Loddon,430.0,Basingstoke and Deane,1,636300.0,0
RG21 8FP,462801,151892,Unsurveyed/Urban,90,River Loddon,790.0,Basingstoke and Deane,1,575100.0,0
RG21 8FY,463430,152134,Unsurveyed/Urban,80,River Loddon,130.0,Basingstoke and Deane,1,553300.0,0
RG21 8QN,463404,151842,Unsurveyed/Urban,90,River Loddon,410.0,Basingstoke and Deane,1,623400.0,0
RG21 8SA,463349,151986,Unsurveyed/Urban,90,River Loddon,290.0,Basingstoke and Deane,1,663500.0,0
RG21 8SE,463531,152017,Unsurveyed/Urban,90,River Loddon,220.0,Basingstoke and Deane,1,233800.0,0
RG21 8SR,463496,151892,Unsurveyed/Urban,90,River Loddon,340.0,Basingstoke and Deane,1,574600.0,0
RG21 8TR,463072,151952,Unsurveyed/Urban,90,River Loddon,520.0,Basingstoke and Deane,1,654100.0,0
RG21 8TU,463028,151894,Unsurveyed/Urban,90,River Loddon,590.0,Basingstoke and Deane,1,318100.0,0
RG21 8TX,462974,151959,Unsurveyed/Urban,90,River Loddon,600.0,Basingstoke and Deane,1,637500.0,0
RG21 8UD,462880,151418,Unsurveyed/Urban,90,River Loddon,1030.0,Basingstoke and Deane,1,633200.0,0
RG21 8UE,463461,151801,Unsurveyed/Urban,90,River Loddon,430.0,Basingstoke and Deane,1,189000.0,0
RG21 8UF,462986,151403,Unsurveyed/Urban,90,River Loddon,980.0,Basingstoke and Deane,1,632400.0,0
RG21 8UX,463149,151659,Unsurveyed/Urban,90,River Loddon,680.0,Basingstoke and Deane,1,566600.0,0
RG21 8WH,462958,151378,Unsurveyed/Urban,90,River Loddon,1020.0,Basingstoke and Deane,1,573900.0,0
RG21 8XL,463295,151998,Unsurveyed/Urban,90,River Loddon,320.0,Basingstoke and Deane,1,577100.0,0
RG21 8XN,463272,151887,Unsurveyed/Urban,90,River Loddon,420.0,Basingstoke and Deane,1,311100.0,0
RG21 8XP,463095,151538,Unsurveyed/Urban,90,River Loddon,810.0,Basingstoke and Deane,1,599000.0,0
RG21 8XW,463307,151906,Unsurveyed/Urban,90,River Loddon,390.0,Basingstoke and Deane,1,268300.0,0
RG21 8XZ,462625,151407,Unsurveyed/Urban,100,River Loddon,1210.0,Basingstoke and Deane,1,407100.0,0
RG21 8YA,462721,151454,Unsurveyed/Urban,100,River Loddon,1110.0,Basingstoke and Deane,1,575700.0,0
RG21 8YG,462594,151310,Unsurveyed/Urban,100,River Loddon,1300.0,Basingstoke and Deane,1,588200.0,0
RG21 8YL,462681,151258,Unsurveyed/Urban,90,River Loddon,1280.0,Basingstoke and Deane,1,574900.0,0
RG21 8YP,462877,151206,Unsurveyed/Urban,90,River Loddon,1210.0,Basingstoke and Deane,1,579500.0,0
RG21 8YR,462762,151105,Unsurveyed/Urban,90,River Loddon,1350.0,Basingstoke and Deane,1,583500.0,0
RG21 8YU,462773,151860,Unsurveyed/Urban,90,River Loddon,830.0,Basingstoke and Deane,1,632000.0,0
RG21 8YW,463007,151317,Unsurveyed/Urban,90,River Loddon,1050.0,Basingstoke and Deane,1,404400.0,0
RG21 8YZ,462604,151855,Unsurveyed/Urban,90,River Loddon,980.0,Basingstoke and Deane,1,316900.0,0
RG22 4AB,462616,150940,Unsurveyed/Urban,90,River Loddon,1570.0,Basingstoke and Deane,1,510200.0,0
RG22 4AF,462717,150768,Unsurveyed/Urban,100,River Loddon,1670.0,Basingstoke and Deane,1,500800.0,0
RG22 4AH,462645,150808,Unsurveyed/Urban,100,River Loddon,1670.0,Basingstoke and Deane,1,521900.0,0
RG22 4AP,462521,150598,Unsurveyed/Urban,100,River Loddon,1910.0,Basingstoke and Deane,1,450700.0,0
RG22 4AS,462524,150719,Unsurveyed/Urban,100,River Loddon,1810.0,Basingstoke and Deane,1,571500.0,0
RG22 4AX,463092,150115,Luvisols,110,River Loddon,2160.0,Basingstoke and Deane,1,568000.0,0
RG22 4BB,462795,150450,Unsurveyed/Urban,100,River Loddon,1920.0,Basingstoke and Deane,2,594500.0,0
